text	upos	count	pct_of_text
Dhanurveda	CONJ	184	5.86
Dhanurveda	INTJ	8	0.255
Dhanurveda	NOUN	1380	43.949
Dhanurveda	NUM	96	3.057
Dhanurveda	PART	194	6.178
Dhanurveda	PRON	178	5.669
Dhanurveda	SCONJ	25	0.796
Dhanurveda	VERB	522	16.624
Dhanvantarinighaṇṭu	ADJ	1461	21.055
Dhanvantarinighaṇṭu	ADP	14	0.202
Dhanvantarinighaṇṭu	ADV	137	1.974
Dhanvantarinighaṇṭu	CONJ	386	5.563
Dhanvantarinighaṇṭu	NOUN	4280	61.68
Dhanvantarinighaṇṭu	NUM	4	0.058
Dhanvantarinighaṇṭu	PART	139	2.003
Dhanvantarinighaṇṭu	PRON	123	1.773
Dhanvantarinighaṇṭu	SCONJ	2	0.029
Dhanvantarinighaṇṭu	VERB	393	5.664
Divyāvadāna	ADJ	5936	8.801
Divyāvadāna	ADP	37	0.055
Divyāvadāna	ADV	4094	6.07
Divyāvadāna	CONJ	1559	2.311
Divyāvadāna	INTJ	52	0.077
Divyāvadāna	NOUN	27025	40.067
Divyāvadāna	NUM	1149	1.704
Divyāvadāna	PART	4076	6.043
Divyāvadāna	PRON	8134	12.059
Divyāvadāna	SCONJ	932	1.382
Divyāvadāna	VERB	14455	21.431
Drāhyāyaṇaśrautasūtra	ADJ	997	9.297
Drāhyāyaṇaśrautasūtra	ADP	86	0.802
Drāhyāyaṇaśrautasūtra	ADV	706	6.583
Drāhyāyaṇaśrautasūtra	CONJ	351	3.273
Drāhyāyaṇaśrautasūtra	INTJ	30	0.28
Drāhyāyaṇaśrautasūtra	NOUN	4000	37.3
Drāhyāyaṇaśrautasūtra	NUM	145	1.352
Drāhyāyaṇaśrautasūtra	PART	988	9.213
Drāhyāyaṇaśrautasūtra	PRON	1039	9.689
Drāhyāyaṇaśrautasūtra	SCONJ	112	1.044
Drāhyāyaṇaśrautasūtra	VERB	2270	21.167
Garbhopaniṣat	ADJ	74	13.238
Garbhopaniṣat	ADV	21	3.757
Garbhopaniṣat	CONJ	10	1.789
Garbhopaniṣat	INTJ	2	0.358
Garbhopaniṣat	NOUN	289	51.699
Garbhopaniṣat	NUM	34	6.082
Garbhopaniṣat	PART	24	4.293
Garbhopaniṣat	PRON	37	6.619
Garbhopaniṣat	SCONJ	4	0.716
Garbhopaniṣat	VERB	64	11.449
Garuḍapurāṇa	ADJ	8546	11.283
Garuḍapurāṇa	ADP	143	0.189
Garuḍapurāṇa	ADV	4464	5.894
Garuḍapurāṇa	CONJ	4066	5.368
Garuḍapurāṇa	INTJ	876	1.157
Garuḍapurāṇa	NOUN	38154	50.376
Garuḍapurāṇa	NUM	986	1.302
Garuḍapurāṇa	PART	3929	5.188
Garuḍapurāṇa	PRON	4469	5.901
Garuḍapurāṇa	SCONJ	183	0.242
Garuḍapurāṇa	VERB	9923	13.102
Gautamadharmasūtra	ADJ	633	11.113
Gautamadharmasūtra	ADP	15	0.263
Gautamadharmasūtra	ADV	241	4.231
Gautamadharmasūtra	CONJ	302	5.302
Gautamadharmasūtra	INTJ	7	0.123
Gautamadharmasūtra	NOUN	2889	50.72
Gautamadharmasūtra	NUM	177	3.107
Gautamadharmasūtra	PART	355	6.232
Gautamadharmasūtra	PRON	307	5.39
Gautamadharmasūtra	SCONJ	25	0.439
Gautamadharmasūtra	VERB	745	13.079
Gaṇakārikā	ADJ	10	10.526
Gaṇakārikā	ADV	6	6.316
Gaṇakārikā	CONJ	10	10.526
Gaṇakārikā	NOUN	51	53.684
Gaṇakārikā	NUM	5	5.263
Gaṇakārikā	PART	6	6.316
Gaṇakārikā	PRON	2	2.105
Gaṇakārikā	VERB	5	5.263
Gheraṇḍasaṃhitā	ADJ	531	9.868
Gheraṇḍasaṃhitā	ADP	5	0.093
Gheraṇḍasaṃhitā	ADV	361	6.709
Gheraṇḍasaṃhitā	CONJ	234	4.349
Gheraṇḍasaṃhitā	INTJ	1	0.019
Gheraṇḍasaṃhitā	NOUN	2711	50.381
Gheraṇḍasaṃhitā	NUM	66	1.227
Gheraṇḍasaṃhitā	PART	246	4.572
Gheraṇḍasaṃhitā	PRON	286	5.315
Gheraṇḍasaṃhitā	SCONJ	32	0.595
Gheraṇḍasaṃhitā	VERB	908	16.874
Gobhilagṛhyasūtra	ADJ	745	10.069
Gobhilagṛhyasūtra	ADP	53	0.716
Gobhilagṛhyasūtra	ADV	571	7.717
Gobhilagṛhyasūtra	CONJ	285	3.852
Gobhilagṛhyasūtra	INTJ	20	0.27
Gobhilagṛhyasūtra	NOUN	2823	38.154
Gobhilagṛhyasūtra	NUM	101	1.365
Gobhilagṛhyasūtra	PART	731	9.88
Gobhilagṛhyasūtra	PRON	543	7.339
Gobhilagṛhyasūtra	SCONJ	39	0.527
Gobhilagṛhyasūtra	VERB	1488	20.111
Gokarṇapurāṇasāraḥ	ADJ	1322	8.995
Gokarṇapurāṇasāraḥ	ADP	17	0.116
Gokarṇapurāṇasāraḥ	ADV	1105	7.519
Gokarṇapurāṇasāraḥ	CONJ	388	2.64
Gokarṇapurāṇasāraḥ	INTJ	1	0.007
Gokarṇapurāṇasāraḥ	NOUN	6466	43.995
Gokarṇapurāṇasāraḥ	NUM	91	0.619
Gokarṇapurāṇasāraḥ	PART	862	5.865
Gokarṇapurāṇasāraḥ	PRON	1436	9.771
Gokarṇapurāṇasāraḥ	SCONJ	40	0.272
Gokarṇapurāṇasāraḥ	VERB	2969	20.201
Gopathabrāhmaṇa	ADJ	2181	7.16
Gopathabrāhmaṇa	ADP	157	0.515
Gopathabrāhmaṇa	ADV	1797	5.9
Gopathabrāhmaṇa	CONJ	538	1.766
Gopathabrāhmaṇa	INTJ	50	0.164
Gopathabrāhmaṇa	NOUN	10090	33.126
Gopathabrāhmaṇa	NUM	621	2.039
Gopathabrāhmaṇa	PART	4021	13.201
Gopathabrāhmaṇa	PRON	4690	15.398
Gopathabrāhmaṇa	SCONJ	496	1.628
Gopathabrāhmaṇa	VERB	5818	19.101
Gorakṣaśataka	ADJ	138	9.394
Gorakṣaśataka	ADV	108	7.352
Gorakṣaśataka	CONJ	38	2.587
Gorakṣaśataka	INTJ	6	0.408
Gorakṣaśataka	NOUN	711	48.4
Gorakṣaśataka	NUM	37	2.519
Gorakṣaśataka	PART	73	4.969
Gorakṣaśataka	PRON	92	6.263
Gorakṣaśataka	SCONJ	17	1.157
Gorakṣaśataka	VERB	249	16.95
Gītagovinda	ADJ	689	11.445
Gītagovinda	ADP	35	0.581
Gītagovinda	ADV	313	5.199
Gītagovinda	CONJ	15	0.249
Gītagovinda	INTJ	27	0.449
Gītagovinda	NOUN	3087	51.279
Gītagovinda	NUM	6	0.1
Gītagovinda	PART	242	4.02
Gītagovinda	PRON	426	7.076
Gītagovinda	SCONJ	15	0.249
Gītagovinda	VERB	1165	19.352
Gūḍhārthadīpikā	ADJ	447	9.27
Gūḍhārthadīpikā	ADP	6	0.124
Gūḍhārthadīpikā	ADV	302	6.263
Gūḍhārthadīpikā	CONJ	122	2.53
Gūḍhārthadīpikā	NOUN	2667	55.309
Gūḍhārthadīpikā	NUM	142	2.945
Gūḍhārthadīpikā	PART	163	3.38
Gūḍhārthadīpikā	PRON	280	5.807
Gūḍhārthadīpikā	SCONJ	12	0.249
Gūḍhārthadīpikā	VERB	681	14.123
Gṛhastharatnākara	ADJ	226	14.656
Gṛhastharatnākara	ADP	1	0.065
Gṛhastharatnākara	ADV	101	6.55
Gṛhastharatnākara	CONJ	51	3.307
Gṛhastharatnākara	NOUN	635	41.18
Gṛhastharatnākara	NUM	35	2.27
Gṛhastharatnākara	PART	133	8.625
Gṛhastharatnākara	PRON	129	8.366
Gṛhastharatnākara	SCONJ	6	0.389
Gṛhastharatnākara	VERB	225	14.591
Haribhaktivilāsa	ADJ	2944	10.192
Haribhaktivilāsa	ADP	43	0.149
Haribhaktivilāsa	ADV	2043	7.073
Haribhaktivilāsa	CONJ	1280	4.432
Haribhaktivilāsa	INTJ	18	0.062
Haribhaktivilāsa	NOUN	14044	48.622
Haribhaktivilāsa	NUM	461	1.596
Haribhaktivilāsa	PART	1742	6.031
Haribhaktivilāsa	PRON	2057	7.122
Haribhaktivilāsa	SCONJ	132	0.457
Haribhaktivilāsa	VERB	4120	14.264
Harivaṃśa	ADJ	9307	10.825
Harivaṃśa	ADP	77	0.09
Harivaṃśa	ADV	4900	5.699
Harivaṃśa	CONJ	3655	4.251
Harivaṃśa	INTJ	40	0.047
Harivaṃśa	NOUN	37318	43.406
Harivaṃśa	NUM	865	1.006
Harivaṃśa	PART	5458	6.348
Harivaṃśa	PRON	8708	10.129
Harivaṃśa	SCONJ	272	0.316
Harivaṃśa	VERB	15375	17.883
Harṣacarita	ADJ	4069	12.145
Harṣacarita	ADP	131	0.391
Harṣacarita	ADV	1213	3.621
Harṣacarita	CONJ	873	2.606
Harṣacarita	INTJ	1	0.003
Harṣacarita	NOUN	16712	49.882
Harṣacarita	NUM	183	0.546
Harṣacarita	PART	3107	9.274
Harṣacarita	PRON	1315	3.925
Harṣacarita	SCONJ	46	0.137
Harṣacarita	VERB	5853	17.47
Haṃsadūta	ADJ	465	11.905
Haṃsadūta	ADP	1	0.026
Haṃsadūta	ADV	266	6.81
Haṃsadūta	CONJ	11	0.282
Haṃsadūta	INTJ	17	0.435
Haṃsadūta	NOUN	1873	47.952
Haṃsadūta	NUM	13	0.333
Haṃsadūta	PART	178	4.557
Haṃsadūta	PRON	375	9.601
Haṃsadūta	SCONJ	35	0.896
Haṃsadūta	VERB	672	17.204
Haṃsasaṃdeśa	ADJ	226	13.857
Haṃsasaṃdeśa	ADP	3	0.184
Haṃsasaṃdeśa	ADV	83	5.089
Haṃsasaṃdeśa	CONJ	6	0.368
Haṃsasaṃdeśa	NOUN	844	51.747
Haṃsasaṃdeśa	NUM	5	0.307
Haṃsasaṃdeśa	PART	53	3.25
Haṃsasaṃdeśa	PRON	107	6.56
Haṃsasaṃdeśa	SCONJ	7	0.429
Haṃsasaṃdeśa	VERB	297	18.21
Haṭhayogapradīpikā	ADJ	592	10.461
Haṭhayogapradīpikā	ADP	4	0.071
Haṭhayogapradīpikā	ADV	401	7.086
Haṭhayogapradīpikā	CONJ	161	2.845
Haṭhayogapradīpikā	NOUN	2766	48.878
Haṭhayogapradīpikā	NUM	52	0.919
Haṭhayogapradīpikā	PART	350	6.185
Haṭhayogapradīpikā	PRON	340	6.008
Haṭhayogapradīpikā	SCONJ	37	0.654
Haṭhayogapradīpikā	VERB	956	16.893
Hiraṇyakeśigṛhyasūtra	ADJ	994	9.573
Hiraṇyakeśigṛhyasūtra	ADP	90	0.867
Hiraṇyakeśigṛhyasūtra	ADV	575	5.538
Hiraṇyakeśigṛhyasūtra	CONJ	218	2.1
Hiraṇyakeśigṛhyasūtra	INTJ	138	1.329
Hiraṇyakeśigṛhyasūtra	NOUN	3899	37.552
Hiraṇyakeśigṛhyasūtra	NUM	149	1.435
Hiraṇyakeśigṛhyasūtra	PART	741	7.137
Hiraṇyakeśigṛhyasūtra	PRON	1395	13.435
Hiraṇyakeśigṛhyasūtra	SCONJ	52	0.501
Hiraṇyakeśigṛhyasūtra	VERB	2132	20.534
Hiraṇyakeśiśrautasūtra	ADJ	69	8.303
Hiraṇyakeśiśrautasūtra	ADP	4	0.481
Hiraṇyakeśiśrautasūtra	ADV	47	5.656
Hiraṇyakeśiśrautasūtra	CONJ	26	3.129
Hiraṇyakeśiśrautasūtra	INTJ	2	0.241
Hiraṇyakeśiśrautasūtra	NOUN	333	40.072
Hiraṇyakeśiśrautasūtra	NUM	20	2.407
Hiraṇyakeśiśrautasūtra	PART	56	6.739
Hiraṇyakeśiśrautasūtra	PRON	78	9.386
Hiraṇyakeśiśrautasūtra	SCONJ	3	0.361
Hiraṇyakeśiśrautasūtra	VERB	193	23.225
Hitopadeśa	ADJ	2223	8.878
Hitopadeśa	ADP	29	0.116
Hitopadeśa	ADV	2140	8.546
Hitopadeśa	CONJ	872	3.482
Hitopadeśa	INTJ	9	0.036
Hitopadeśa	NOUN	9275	37.041
Hitopadeśa	NUM	130	0.519
Hitopadeśa	PART	1910	7.628
Hitopadeśa	PRON	2901	11.585
Hitopadeśa	SCONJ	337	1.346
Hitopadeśa	VERB	5214	20.823
Indu (ad AHS)	ADJ	2	11.111
Indu (ad AHS)	NOUN	12	66.667
Indu (ad AHS)	PRON	1	5.556
Indu (ad AHS)	VERB	3	16.667
Jaiminigṛhyasūtra	ADJ	593	8.342
Jaiminigṛhyasūtra	ADP	62	0.872
Jaiminigṛhyasūtra	ADV	404	5.683
Jaiminigṛhyasūtra	CONJ	221	3.109
Jaiminigṛhyasūtra	INTJ	76	1.069
Jaiminigṛhyasūtra	NOUN	2893	40.695
Jaiminigṛhyasūtra	NUM	122	1.716
Jaiminigṛhyasūtra	PART	520	7.315
Jaiminigṛhyasūtra	PRON	750	10.55
Jaiminigṛhyasūtra	SCONJ	25	0.352
Jaiminigṛhyasūtra	VERB	1443	20.298
Jaiminīya-Upaniṣad-Brāhmaṇa	ADJ	981	4.386
Jaiminīya-Upaniṣad-Brāhmaṇa	ADP	168	0.751
Jaiminīya-Upaniṣad-Brāhmaṇa	ADV	1238	5.535
Jaiminīya-Upaniṣad-Brāhmaṇa	CONJ	317	1.417
Jaiminīya-Upaniṣad-Brāhmaṇa	INTJ	76	0.34
Jaiminīya-Upaniṣad-Brāhmaṇa	NOUN	6127	27.393
Jaiminīya-Upaniṣad-Brāhmaṇa	NUM	328	1.466
Jaiminīya-Upaniṣad-Brāhmaṇa	PART	3638	16.265
Jaiminīya-Upaniṣad-Brāhmaṇa	PRON	5242	23.436
Jaiminīya-Upaniṣad-Brāhmaṇa	SCONJ	220	0.984
Jaiminīya-Upaniṣad-Brāhmaṇa	VERB	4032	18.027
Jaiminīyabrāhmaṇa	ADJ	3377	6.285
Jaiminīyabrāhmaṇa	ADP	490	0.912
Jaiminīyabrāhmaṇa	ADV	2951	5.492
Jaiminīyabrāhmaṇa	CONJ	718	1.336
Jaiminīyabrāhmaṇa	INTJ	94	0.175
Jaiminīyabrāhmaṇa	NOUN	15446	28.745
Jaiminīyabrāhmaṇa	NUM	906	1.686
Jaiminīyabrāhmaṇa	PART	8243	15.34
Jaiminīyabrāhmaṇa	PRON	9850	18.331
Jaiminīyabrāhmaṇa	SCONJ	804	1.496
Jaiminīyabrāhmaṇa	VERB	10856	20.203
Jaiminīyaśrautasūtra	ADJ	301	7.363
Jaiminīyaśrautasūtra	ADP	35	0.856
Jaiminīyaśrautasūtra	ADV	248	6.067
Jaiminīyaśrautasūtra	CONJ	79	1.932
Jaiminīyaśrautasūtra	INTJ	20	0.489
Jaiminīyaśrautasūtra	NOUN	1575	38.527
Jaiminīyaśrautasūtra	NUM	27	0.66
Jaiminīyaśrautasūtra	PART	351	8.586
Jaiminīyaśrautasūtra	PRON	460	11.252
Jaiminīyaśrautasūtra	SCONJ	24	0.587
Jaiminīyaśrautasūtra	VERB	968	23.679
Janmamaraṇavicāra	ADJ	369	11.322
Janmamaraṇavicāra	ADP	3	0.092
Janmamaraṇavicāra	ADV	210	6.444
Janmamaraṇavicāra	CONJ	112	3.437
Janmamaraṇavicāra	INTJ	3	0.092
Janmamaraṇavicāra	NOUN	1507	46.241
Janmamaraṇavicāra	NUM	94	2.884
Janmamaraṇavicāra	PART	258	7.917
Janmamaraṇavicāra	PRON	257	7.886
Janmamaraṇavicāra	SCONJ	19	0.583
Janmamaraṇavicāra	VERB	427	13.102
Kaiyadevanighaṇṭu	ADJ	456	24.973
Kaiyadevanighaṇṭu	ADP	4	0.219
Kaiyadevanighaṇṭu	ADV	37	2.026
Kaiyadevanighaṇṭu	CONJ	40	2.191
Kaiyadevanighaṇṭu	NOUN	1174	64.294
Kaiyadevanighaṇṭu	NUM	2	0.11
Kaiyadevanighaṇṭu	PART	19	1.041
Kaiyadevanighaṇṭu	PRON	30	1.643
Kaiyadevanighaṇṭu	VERB	64	3.505
Kathāsaritsāgara	ADJ	8216	7.382
Kathāsaritsāgara	ADP	172	0.155
Kathāsaritsāgara	ADV	10161	9.13
Kathāsaritsāgara	CONJ	3831	3.442
Kathāsaritsāgara	INTJ	77	0.069
Kathāsaritsāgara	NOUN	39494	35.485
Kathāsaritsāgara	NUM	689	0.619
Kathāsaritsāgara	PART	7292	6.552
Kathāsaritsāgara	PRON	18400	16.532
Kathāsaritsāgara	SCONJ	502	0.451
Kathāsaritsāgara	VERB	22464	20.184
Kauśikasūtra	ADJ	2156	9.442
Kauśikasūtra	ADP	352	1.542
Kauśikasūtra	ADV	1220	5.343
Kauśikasūtra	CONJ	453	1.984
Kauśikasūtra	INTJ	147	0.644
Kauśikasūtra	NOUN	8637	37.827
Kauśikasūtra	NUM	364	1.594
Kauśikasūtra	PART	1882	8.242
Kauśikasūtra	PRON	2290	10.029
Kauśikasūtra	SCONJ	123	0.539
Kauśikasūtra	VERB	5209	22.813
Kauśikasūtradārilabhāṣya	ADJ	33	6.322
Kauśikasūtradārilabhāṣya	ADP	2	0.383
Kauśikasūtradārilabhāṣya	ADV	29	5.556
Kauśikasūtradārilabhāṣya	CONJ	14	2.682
Kauśikasūtradārilabhāṣya	NOUN	279	53.448
Kauśikasūtradārilabhāṣya	NUM	3	0.575
Kauśikasūtradārilabhāṣya	PART	35	6.705
Kauśikasūtradārilabhāṣya	PRON	39	7.471
Kauśikasūtradārilabhāṣya	VERB	88	16.858
Kauśikasūtrakeśavapaddhati	ADJ	23	7.348
Kauśikasūtrakeśavapaddhati	ADP	1	0.319
Kauśikasūtrakeśavapaddhati	ADV	21	6.709
Kauśikasūtrakeśavapaddhati	CONJ	3	0.958
Kauśikasūtrakeśavapaddhati	NOUN	149	47.604
Kauśikasūtrakeśavapaddhati	NUM	7	2.236
Kauśikasūtrakeśavapaddhati	PART	25	7.987
Kauśikasūtrakeśavapaddhati	PRON	19	6.07
Kauśikasūtrakeśavapaddhati	SCONJ	1	0.319
Kauśikasūtrakeśavapaddhati	VERB	64	20.447
Kauṣītakagṛhyasūtra	ADJ	62	9.672
Kauṣītakagṛhyasūtra	ADP	2	0.312
Kauṣītakagṛhyasūtra	ADV	34	5.304
Kauṣītakagṛhyasūtra	CONJ	47	7.332
Kauṣītakagṛhyasūtra	INTJ	8	1.248
Kauṣītakagṛhyasūtra	NOUN	235	36.661
Kauṣītakagṛhyasūtra	NUM	14	2.184
Kauṣītakagṛhyasūtra	PART	42	6.552
Kauṣītakagṛhyasūtra	PRON	74	11.544
Kauṣītakagṛhyasūtra	SCONJ	5	0.78
Kauṣītakagṛhyasūtra	VERB	118	18.409
Kauṣītakibrāhmaṇa	ADJ	1099	7.168
Kauṣītakibrāhmaṇa	ADP	94	0.613
Kauṣītakibrāhmaṇa	ADV	1028	6.705
Kauṣītakibrāhmaṇa	CONJ	177	1.155
Kauṣītakibrāhmaṇa	INTJ	20	0.13
Kauṣītakibrāhmaṇa	NOUN	4663	30.415
Kauṣītakibrāhmaṇa	NUM	309	2.016
Kauṣītakibrāhmaṇa	PART	2413	15.739
Kauṣītakibrāhmaṇa	PRON	2398	15.642
Kauṣītakibrāhmaṇa	SCONJ	285	1.859
Kauṣītakibrāhmaṇa	VERB	2845	18.557
Kauṣītakyupaniṣad	ADJ	43	4.977
Kauṣītakyupaniṣad	ADP	3	0.347
Kauṣītakyupaniṣad	ADV	17	1.968
Kauṣītakyupaniṣad	CONJ	29	3.356
Kauṣītakyupaniṣad	INTJ	1	0.116
Kauṣītakyupaniṣad	NOUN	292	33.796
Kauṣītakyupaniṣad	NUM	10	1.157
Kauṣītakyupaniṣad	PART	107	12.384
Kauṣītakyupaniṣad	PRON	200	23.148
Kauṣītakyupaniṣad	VERB	162	18.75
Kaṭhopaniṣad	ADJ	263	12.353
Kaṭhopaniṣad	ADP	11	0.517
Kaṭhopaniṣad	ADV	108	5.073
Kaṭhopaniṣad	CONJ	49	2.302
Kaṭhopaniṣad	INTJ	3	0.141
Kaṭhopaniṣad	NOUN	612	28.746
Kaṭhopaniṣad	NUM	22	1.033
Kaṭhopaniṣad	PART	216	10.146
Kaṭhopaniṣad	PRON	376	17.661
Kaṭhopaniṣad	SCONJ	14	0.658
Kaṭhopaniṣad	VERB	455	21.372
Kaṭhāraṇyaka	ADJ	405	6.794
Kaṭhāraṇyaka	ADP	40	0.671
Kaṭhāraṇyaka	ADV	209	3.506
Kaṭhāraṇyaka	CONJ	60	1.007
Kaṭhāraṇyaka	INTJ	17	0.285
Kaṭhāraṇyaka	NOUN	2128	35.699
Kaṭhāraṇyaka	NUM	30	0.503
Kaṭhāraṇyaka	PART	888	14.897
Kaṭhāraṇyaka	PRON	934	15.669
Kaṭhāraṇyaka	SCONJ	50	0.839
Kaṭhāraṇyaka	VERB	1200	20.131
Khādiragṛhyasūtra	ADJ	367	10.929
Khādiragṛhyasūtra	ADP	19	0.566
Khādiragṛhyasūtra	ADV	247	7.356
Khādiragṛhyasūtra	CONJ	128	3.812
Khādiragṛhyasūtra	INTJ	12	0.357
Khādiragṛhyasūtra	NOUN	1308	38.952
Khādiragṛhyasūtra	NUM	65	1.936
Khādiragṛhyasūtra	PART	299	8.904
Khādiragṛhyasūtra	PRON	210	6.254
Khādiragṛhyasūtra	SCONJ	13	0.387
Khādiragṛhyasūtra	VERB	690	20.548
Kirātārjunīya	ADJ	2490	13.504
Kirātārjunīya	ADP	43	0.233
Kirātārjunīya	ADV	870	4.718
Kirātārjunīya	CONJ	157	0.851
Kirātārjunīya	INTJ	7	0.038
Kirātārjunīya	NOUN	8768	47.551
Kirātārjunīya	NUM	50	0.271
Kirātārjunīya	PART	1417	7.685
Kirātārjunīya	PRON	1005	5.45
Kirātārjunīya	SCONJ	37	0.201
Kirātārjunīya	VERB	3595	19.497
Kokilasaṃdeśa	ADJ	569	12.263
Kokilasaṃdeśa	ADP	7	0.151
Kokilasaṃdeśa	ADV	241	5.194
Kokilasaṃdeśa	CONJ	35	0.754
Kokilasaṃdeśa	INTJ	14	0.302
Kokilasaṃdeśa	NOUN	2237	48.211
Kokilasaṃdeśa	NUM	12	0.259
Kokilasaṃdeśa	PART	217	4.677
Kokilasaṃdeśa	PRON	400	8.621
Kokilasaṃdeśa	SCONJ	46	0.991
Kokilasaṃdeśa	VERB	862	18.578
Kumārasaṃbhava	ADJ	1192	11.617
Kumārasaṃbhava	ADP	16	0.156
Kumārasaṃbhava	ADV	488	4.756
Kumārasaṃbhava	CONJ	148	1.442
Kumārasaṃbhava	INTJ	6	0.058
Kumārasaṃbhava	NOUN	4872	47.481
Kumārasaṃbhava	NUM	44	0.429
Kumārasaṃbhava	PART	641	6.247
Kumārasaṃbhava	PRON	929	9.054
Kumārasaṃbhava	SCONJ	42	0.409
Kumārasaṃbhava	VERB	1883	18.351
Kādambarīsvīkaraṇasūtramañjarī	ADJ	41	15.414
Kādambarīsvīkaraṇasūtramañjarī	ADP	5	1.88
Kādambarīsvīkaraṇasūtramañjarī	ADV	9	3.383
Kādambarīsvīkaraṇasūtramañjarī	CONJ	1	0.376
Kādambarīsvīkaraṇasūtramañjarī	NOUN	168	63.158
Kādambarīsvīkaraṇasūtramañjarī	PART	13	4.887
Kādambarīsvīkaraṇasūtramañjarī	PRON	10	3.759
Kādambarīsvīkaraṇasūtramañjarī	VERB	19	7.143
Kālikāpurāṇa	ADJ	359	8.771
Kālikāpurāṇa	ADP	3	0.073
Kālikāpurāṇa	ADV	369	9.015
Kālikāpurāṇa	CONJ	188	4.593
Kālikāpurāṇa	INTJ	69	1.686
Kālikāpurāṇa	NOUN	1901	46.445
Kālikāpurāṇa	NUM	66	1.613
Kālikāpurāṇa	PART	216	5.277
Kālikāpurāṇa	PRON	314	7.672
Kālikāpurāṇa	SCONJ	13	0.318
Kālikāpurāṇa	VERB	595	14.537
Kāmasūtra	ADJ	1870	9.889
Kāmasūtra	ADP	51	0.27
Kāmasūtra	ADV	1065	5.632
Kāmasūtra	CONJ	1241	6.563
Kāmasūtra	NOUN	8543	45.18
Kāmasūtra	NUM	144	0.762
Kāmasūtra	PART	1556	8.229
Kāmasūtra	PRON	1406	7.436
Kāmasūtra	SCONJ	66	0.349
Kāmasūtra	VERB	2967	15.691
Kātyāyanasmṛti	ADJ	1288	8.996
Kātyāyanasmṛti	ADP	13	0.091
Kātyāyanasmṛti	ADV	811	5.665
Kātyāyanasmṛti	CONJ	692	4.833
Kātyāyanasmṛti	INTJ	1	0.007
Kātyāyanasmṛti	NOUN	5309	37.082
Kātyāyanasmṛti	NUM	200	1.397
Kātyāyanasmṛti	PART	1464	10.226
Kātyāyanasmṛti	PRON	1420	9.918
Kātyāyanasmṛti	SCONJ	183	1.278
Kātyāyanasmṛti	VERB	2936	20.507
Kātyāyanaśrautasūtra	ADJ	1298	10.361
Kātyāyanaśrautasūtra	ADP	93	0.742
Kātyāyanaśrautasūtra	ADV	738	5.891
Kātyāyanaśrautasūtra	CONJ	577	4.606
Kātyāyanaśrautasūtra	INTJ	20	0.16
Kātyāyanaśrautasūtra	NOUN	5588	44.604
Kātyāyanaśrautasūtra	NUM	330	2.634
Kātyāyanaśrautasūtra	PART	957	7.639
Kātyāyanaśrautasūtra	PRON	686	5.476
Kātyāyanaśrautasūtra	SCONJ	28	0.223
Kātyāyanaśrautasūtra	VERB	2213	17.664
Kāvyādarśa	ADJ	554	12.416
Kāvyādarśa	ADP	6	0.134
Kāvyādarśa	ADV	199	4.46
Kāvyādarśa	CONJ	101	2.264
Kāvyādarśa	INTJ	1	0.022
Kāvyādarśa	NOUN	1964	44.016
Kāvyādarśa	NUM	20	0.448
Kāvyādarśa	PART	458	10.264
Kāvyādarśa	PRON	506	11.34
Kāvyādarśa	SCONJ	41	0.919
Kāvyādarśa	VERB	612	13.716
Kāvyālaṃkāra	ADJ	717	12.82
Kāvyālaṃkāra	ADP	8	0.143
Kāvyālaṃkāra	ADV	261	4.667
Kāvyālaṃkāra	CONJ	195	3.487
Kāvyālaṃkāra	INTJ	5	0.089
Kāvyālaṃkāra	NOUN	2361	42.213
Kāvyālaṃkāra	NUM	44	0.787
Kāvyālaṃkāra	PART	573	10.245
Kāvyālaṃkāra	PRON	579	10.352
Kāvyālaṃkāra	SCONJ	31	0.554
Kāvyālaṃkāra	VERB	819	14.643
Kāvyālaṃkāravṛtti	ADJ	7	9.859
Kāvyālaṃkāravṛtti	ADV	1	1.408
Kāvyālaṃkāravṛtti	CONJ	2	2.817
Kāvyālaṃkāravṛtti	NOUN	45	63.38
Kāvyālaṃkāravṛtti	PART	4	5.634
Kāvyālaṃkāravṛtti	PRON	7	9.859
Kāvyālaṃkāravṛtti	VERB	5	7.042
Kāśikāvṛtti	ADJ	295	10.261
Kāśikāvṛtti	ADP	17	0.591
Kāśikāvṛtti	ADV	279	9.704
Kāśikāvṛtti	CONJ	58	2.017
Kāśikāvṛtti	INTJ	5	0.174
Kāśikāvṛtti	NOUN	1246	43.339
Kāśikāvṛtti	NUM	43	1.496
Kāśikāvṛtti	PART	339	11.791
Kāśikāvṛtti	PRON	241	8.383
Kāśikāvṛtti	SCONJ	7	0.243
Kāśikāvṛtti	VERB	345	12.0
Kāṭhakagṛhyasūtra	ADJ	705	9.626
Kāṭhakagṛhyasūtra	ADP	85	1.161
Kāṭhakagṛhyasūtra	ADV	398	5.434
Kāṭhakagṛhyasūtra	CONJ	235	3.209
Kāṭhakagṛhyasūtra	INTJ	43	0.587
Kāṭhakagṛhyasūtra	NOUN	2933	40.046
Kāṭhakagṛhyasūtra	NUM	182	2.485
Kāṭhakagṛhyasūtra	PART	570	7.783
Kāṭhakagṛhyasūtra	PRON	766	10.459
Kāṭhakagṛhyasūtra	SCONJ	13	0.177
Kāṭhakagṛhyasūtra	VERB	1394	19.033
