total	abbrev	bib_code	gloss
35	BHAṬṬOTP.	c.892	?  
34	MUIR, Sanskrit Texts	3.009b	MUIR, Sanskr. Texts ?
34	AMṚTAN. UP.	c.379	? 
33	LANGLOIS	c.121	 Alexandre Langlois (1788-1854), French 
32	RATIM.	1.257	RATIMAÑJARĪ, ein Werk über Erotik; nach 
31	BĀDAR.	c.023	? 
31	DHANAM̃JAYA	c.189	?  
31	VĀMANA-P.	c.2105	? 
30	MĀLAT.	1.201	MĀLATĪMĀDHAVA, ed. Calc. (GILD. Bibl. 21
30	BALLANT.	c.027a	BALLANTYNE ? 
30	KĀTH.	c.069	?  
30	SMṚTI	c.198	?  
29	ŚĀRṄG. PADDH.	1.072	ŚĀRṄGADHARA'S PADDHATI; vgl. Bulletin hi
29	MAHĀN.	2.026	MAHĀNĀṬAKA (GILD. Bibl. 220).
29	KIRĀT.	c.065	?  
29	CŪLIKOP.	c.194	?  
28	BṚH. DEV.	1.054	BṚHADDEVATĀ; S. R{%O%}TH, zur L. u. G. d
28	LALIT. Calc	1.182	LALITAVISTARA in der Bibliotheca indica.
28	KṚṢIS.	c.073	?  
28	TR.	c.128	?  
28	UDBHAṬA	c.196	?  
28	PRĀYAŚCITTAT.	c.216	?  
28	Verz. d. Kop. H.	c.369	? 
27	MADAN.	c.068	?  
27	NIDĀNAS.	c.078	?  
27	JOHNS.	c.172	?  
26	KŪRMA-P.	1.177	KŪRMAPURĀṆA.
26	MAHĀNĀR. UP.	1.195	MAHĀNĀRĀYAṆOPANIṢAD.
26	Zur L. u. G. d. W.	1.339a	Zur Literatur und Geschichte des Weda. D
26	SOM. NAL.	3.014	Die Sage von NALA und DAMAYANTI nach der
26	BALL.	c.026	BALLANTYNE ? 
26	BALLANTYNE	c.027b	? 
26	BROCKHAUS	c.134	?  
25	ĀNANDAL.	1.015	ĀNANDALAHARĪ in HAEB. Chrest. S. 246. fg
25	UPAL.	1.298	UPALEKHA de KRAMAPĀṬHA libellus. Ed. G. 
25	KĀTANTRA	c.101	?  
25	AJAYAP.	c.135	?  
25	ĀRYABH.	c.468	?  
25	MĀTSYA-P.	c.775	? 
24	KAVIKALPADR.	1.165	KAVIKALPADRUMA, eine Wurzelsammlung; nac
24	ĀPASTAMBA	c.091	? 
24	WESTERGAARD	c.120	?  
24	FOUCAUX	c.140	?  
24	KAIYY.	c.272	?  
23	DURGAD.	1.098	DURGĀDĀSA.
23	UTTARAR. ed. Cow.	c.004	? 
23	PURĀṆA.	c.132	?  
23	MAŚAKA	c.276	?  
23	VAHNI-P.	c.373	VAHNIPURĀṆA ? 
23	ROSEN	c.416	? 
23	GOLĀDHY. BHUVANAK.	c.1643a	?  
22	KAUṢ. BR.	1.163	KAUṢĪTAKIBRĀHMAṆA.
22	PAÑCAT. ed. Bomb.	1.233c	? [Cologne addition]
22	RATNĀK.	c.192	?  
22	SĀH.	c.474	?  
22	Gött. gel. Anz.	c.765	? 
21	HORĀŚ.	1.129	HORĀŚĀSTRA.
21	NYĀYA-S.	1.229	GOTAMA'S NYĀYASŪTRĀṆI, ed. Calc. (GILD. 
21	VAITĀN.	c.072	?  
21	ŚIŚUP.	c.077	?  
21	NĀṬYAŚ.	c.079	NĀṬYAŚĀSTRA ?  
21	WHITNEY	c.299	?  
21	YOGAYĀTRĀ	c.797	?  
20	KĀLAS.	1.148	KĀLASAṂKALITA, citirt nach HAUGHTON'S Wö
20	KOṢṬHĪPR.	1.173	KOṢṬHĪPRADĪPA, nach Anführungen im ŚKDR.
20	NID.	c.082	?  
20	MAH.	c.152	?  
20	HĀRĪTA	c.197	?  
20	AGNI-P.	c.383	AGNIPURĀṆA ? 
20	PADDH.	c.894	?  
20	RÖER	c.2159	? 
19	AUFR.	c.146	?  
19	BÖHTLINGK	c.377	? 
19	NIGH.	c.463	?  
19	TRIPRAŚN.	c.470	?  
19	ŚĀŚVATA	c.756a	? 
19	Verz. d. Oxf.	c.887	? 
18	BĀLAR.	c.024	? 
18	VAJRAS.	c.084	?  
18	TARKASAM̃GR.	c.088	?  
18	PURĀṆA	c.131	?  
18	BHŪRIPRAYOGA	c.195	?  
18	ALBYROUNY	c.206	?  
18	BRAHMAP.	c.210	?  
18	SIDDH.	c.222	?  
18	KALKI-P.	c.356	? 
18	UP.	c.440	 ? 
18	SPAṢṬĀDH.	c.462	?  
18	WEBER, Omina	c.1894	?  
17	MALAMĀSAT.	1.200	MALAMĀSATATTVA (GILD. Bibl. 325), nach A
17	Mat. ind.	1.207a	Materia indica ? 
17	GILD.	2.013	Scriptorum Arabum de Rebus Indi- cis loc
17	UDVĀHAT.	2.046	UDVĀHATATTVA; nach Anführungen im ŚKDR.
17	NYĀYAMĀLĀV.	4.009	NYĀYAMĀLĀVISTARA, nach Anführungen bei M
17	SCHIEFNER	c.138	?  
17	VAIDYAKA.	c.162	?  
17	KAVIKALPADRUMA	c.203	?  
17	JĀBĀLOP.	c.204	?  
17	BṚHASPATI	c.207	?  
17	KUHN	c.223	?  
17	B.	c.377b	BÖHTLINGK ?  usu. preceded by 'z.'
17	PĀDMA-P.	c.409	PADMAPURĀṆA (misspell of PADMA-P.?) 
17	ŚAT.	c.519	?  
16	GARBHOP.	1.104	GARBHOPANIṢAD.
16	MĀDHAVAK.	1.192	MĀDHAVAKĀRA.
16	VĀSAV.	1.310	VĀSAVADATTĀ; s. Z. d. d. m. G. VIII, 530
16	ANNADĀKALPA	c.015	? 
16	ŚAK.	c.085	?  
16	KṢITĪŚAV.	c.089	?  
16	BOPP	c.143	?  
16	ANEKĀRTHAK.	c.202	?  
16	CAREY	c.205	?  
16	VIṢṆU	c.213	?  
16	ŚAUNAKA	c.225	?  
16	PRAYOGAR.	c.475	?  
16	MUIR	c.1370	?  
15	BHĀG. P. ed. Bomb.	1.036a	BHĀG. P. ed. Bomb.= BHĀGAVATAPURĀṆA, Bom
15	BRAHMĀṆḌA-P.	1.046	BRAHMĀṆḌAPURĀṆA.
15	BṚHASP.	1.053	BṚHASPATI, Verfasser eines Gesetzbuchs; 
15	Mél. as.	1.213a	Mél. asiat. ?
15	ROXB.	1.261b	? 
15	UPAG. AV.	3.015	UPAGUPTĀVADĀNA, handschriftlich in der B
15	KṚṢISAM̃GR.	c.086	?  
15	DṚṢṬĀNTAŚ.	c.087	?  
15	GAṆARATNAM.	c.133	?  
15	SCHLEGEL	c.157	?  
15	DHARAṆĪ	c.201	?  
15	JYOTIST.	c.209	?  
15	ŚUDDHIT.	c.235	?  
15	MĀDHAVA	c.260	?  
15	SCHÜTZ	c.427	? 
15	VARĀHA-P.	c.443	 ? 
15	GRAHAṆAV.	c.1621	?  
14	ŚABDĀRṆ.	1.062	ŚABDĀRṆAVA, ein Wörterbuch; nach Anführu
14	PUR.	1.244	PURĀṆA.
14	SAṂGĪTAD.	1.269	SAM̃GĪTADĀMODARA (über Musik), nach Anfü
14	WINDISCHMANN, Sancara	1.332b	FRID. H. H. WINDISCHMANNI Sancara sive d
14	KATHOP.	c.080	?  
14	BURNOUF.	c.122	?  
14	VAIDYAKAPAR.	c.200	?  
14	DRAVYAR.	c.208	?  
14	KATHĀRṆAVA	c.218	?  
14	ŚRĪPATI	c.221	?  
14	SMARADĪPIKĀ	c.239	?  
14	YAMA	c.241	?  
14	PRAŚNOTTARAM.	c.465	?  
14	SĀṂKHYAPR.	c.544	?  
14	VARARUCI	c.795	?  
14	MATHUREŚA	c.893	?  
13	KĀṬH. ANUKR.	1.028d	ANUKRAMAṆIKĀ des  ? [Cologne addition]
13	BRAHMAV. P.	1.048	BRAHMAVAIVARTAPURĀṆA.
13	MAHĀV.	1.196	MAHĀVĪRACARITA. The Mahá Víra Charita, o
13	v. l.	1.325	varia lectio.
13	RĀMAT. UP.	c.007a	? 
13	BHĀR. NĀṬYAŚ.	c.036	? 
13	DAŚABHŪM.	c.083	?  
13	STENZLER.	c.124	?  
13	CARAṆAVYŪHA	c.238	?  
13	VĀCASPATI	c.254	?  
13	CANDRA	c.270	?  
13	RANTIDEVA	c.295	?  
13	BÜHLER	c.378	? 
13	BRAHMAS.	c.559	?  
13	KṚṢṆAJ.	c.709a	?  
13	ŚĀNTIKALPA	c.790	?  
13	COWELL	c.806	Edward Byles Cowell (1826-1903), first p
13	BHAṬṬOTPALA	c.896	?  
13	GAUḌA	c.905	?  
13	Z. f.	c.1590	?  
12	KĀVYA-PR.	1.167	KĀVYAPRAKĀŚA, ed. Calc. (GILD. Bibl. 265
12	VARĀH. LAGHUJ.	1.180b	VARĀHAMIHIRA'S LAGHUJĀTAKA. 
12	MAITR. UP.	1.199	MAITRĀYAṆYUPANIṢAD.
12	NĀR.	1.223	NĀRĀYAṆA, ein Scholiast von ŚAṄKH. GṚHY.
12	D.	1,267a	SĀHITYADARPAṆA, ? 
12	LĪLĀV.	2.025	LĪLĀVATĪ.
12	DAŚABH.	3.002	DAŚABHŪMĪŚVARA, handschriftlich in der P
12	ANUPADAS.	c.017	? 
12	BENFEY.	c.032	? 
12	GAṆARATN.	c.161	?  
12	ŚABDĀRṆAVA	c.231	?  
12	PARĀŚARA	c.233	?  
12	ŚAṄKHA	c.237	?  
12	VEṆĪSAM̃H.	c.243	?  
12	RABHASA	c.248	?  
12	MĀDH.	c.281	?  
12	UVAṬA	c.322	?  
12	DEVĪM.	c.341	?  
12	KAṆĀDA	c.357	? 
12	SUBHĀṢ.	c.464	?  
12	PĀDMOTTARAKH.	c.469	?  
12	CAKRAD.	c.481	?  
12	KĀṬY.	c.527	?  
12	AIT.	c.672	?  
12	PĀR.	c.955	?  
12	MONIER WILLIAMS	c.1351	? 
12	KĀṆVA	c.1417	?  
12	Hindu Th.	c.1688	? 
11	ĀRUṆ. UP.	1.024	ĀRUṆIKOPANIṢAD.
11	BENF. Gr.	1.034	BENFEY, Vollständige Grammatik der Sansk
11	RĀJA-TAR. ed. Calc.	1.249b	RĀJATARAṄGIṆĪ,  Calc. Ausg. (GILD. Bibl.
11	RASAM.	1.256	RASAMAÑJARĪ (s. Verz. d. B. H. {%N;%} 59
11	VARĀH. L. JĀT.	1.308	VARĀHAMIHIRA'S LAGHUJĀTAKA.
11	VP. (2te Aufl.)	1.327a	? 
11	BAUDH.	2.002	BAUDHĀYANA.
11	BṚHADDHARMA-P.	2.004	BṚHADDHARMAPURĀṆA; nach Anführungen im Ś
11	ŚRĀDDHAT.	2.007	ŚRĀDDHATATTVA; nach Anführungen im ŚKDR.
11	Nakṣ.	4.018a	WEBER, Die vedischen Nachrichten von den
11	BROCKH.	c.179	?  
11	DEVALA	c.211	?  
11	VAIDYAKAPARIBHĀṢĀ	c.215	?  
11	DHARAṆI	c.236	?  
11	KAIVALYOP.	c.242	?  
11	DĪPIKĀ	c.268	?  
11	YĀDAVA	c.317	?  
11	DIVYĀVAD.	c.353	DIVYĀVADĀNA ? 
11	BHAVIṢYOTTARA-P.	c.389b	BHAVIṢYOTTARAPURĀṆA ? 
11	REINAUD, Mém. sur I'Inde	c.413a	? 
11	KAPILA	c.798	?  
11	Hist. de la vie de HIOUEN-THSANG	c.1689	? 
11	VIŚVAPR.	c.1892a	?  
10	AGNISV.	1.006	AGNISVĀMIN, ein Scholiast des LĀṬYĀYANA.
10	ĀHNIKAT.	1.007	ĀHNIKATATTVA.
10	Journ. asiat.	1.143a	Journal asiatique.
10	MĀLAV. ed. Bomb.	1.202a	 MĀLAVIKĀGNIMITRA, Bombay edition 
10	DRĀHY.	2.010	DRĀHYĀYAṆA.
10	PARĀŚARAPADDH.	2.033	PARĀŚARAPADDHATI; nach Anführungen im ŚK
10	BANERJEA	4.001	Dialogues on the Hindu Philosophy, compr
10	BHĀGURI	c.034	? 
10	BHĀMINĪV.	c.035a	BHĀMINĪVILĀSA ? 
10	PĀṆINI	c.130	?  
10	UPANIṢAD	c.141	?  
10	WEBER.	c.147	?  
10	VOIGT	c.160	?  
10	NĀNĀRTHARATNAM.	c.176	?  
10	KĀLIDĀSA	c.180	?  
10	UJJVALANĪLAMAṆI	c.212	?  
10	PĀKARĀJEŚVARA	c.217	?  
10	ŚATAR.	c.220	?  
10	SUKHABODHA	c.224	?  
10	TITHIT.	c.244	?  
10	UŚANAS	c.256	?  
10	YAVANEŚVARA	c.259	?  
10	DHYĀNABINDŪP.	c.275	?  
10	BRAHMAVAIV-P.	c.321c	BRAHMAVAIVARTAPURĀṆA?  
10	WOLLH. Myth.	c.459	 ? 
10	RĀGHAVAP.	c.466	?  
10	KĀṆ.	c.467	?  
10	KĀŚIKH.	c.510	?  
10	TRIPR.	c.517	?  
10	PR.	c.531	?  
10	YOGAY.	c.552	?  
10	MĀN.	c.681	?  
10	ŚĀṄKH.	c.936	?  
10	Monatsberr. d. K. Pr. Ak. d. Ww.	c.1503	? 
10	CHEDYAK.	c.1556	?  
9	ĀŚV. GṚHY. PARIŚ.	1.002a	? [Cologne addition]
9	AV. ANUKR.	1.028	ANUKRAMAṆIKĀ des ATHARVAVEDA, 10 Paṭala.
9	BHĀNUD.	1.037	BHĀNUDĪKṢITA, ein Commentator des AMARAK
9	COLEBR. Misc.	1.081c	COLEBROOKE'S Miscellaneous Essays. 2 Bän
9	ŚUKAS.	1.085a	ŚUKASAPTATI in LASSEN'S Anthologie (GILD
9	WEBER, Ind. Lit.	1.135b	? 
9	PRĀT.	1.242	PRĀTIŚĀKHYA.
9	RATNAK.	1.258	RATNAKOṢA, ein Wörterbuch; nach Anführun
9	Fl. ind.	1.261a	? 
9	Verz. d. Kopenh. H.	1.315	WESTERGAARD'S Verzeichniss der Kopenhage
9	NĀNĀRTHADHVANIM.	c.014	NĀNĀRTHADHVANIMAÑJARĪ  
9	MANU	c.142	?  
9	GILDEMEISTER	c.144	?  
9	KAVIKALPALATĀ	c.214	?  
9	VYĀSA	c.226	?  
9	KULĀRṆAVAT.	c.228	?  
9	VASIṢṬHA	c.229	?  
9	SĀRASVATA	c.232	?  
9	VĀYUP.	c.249	?  
9	GAUTAMA	c.303	?  
9	MADANAV.	c.325	?  
9	GARGA	c.349	?  
9	GARUḌA-P.	c.354a	GARUḌA-PURĀṆA ?  
9	DEVĪBHĀG. P.	c.395	DEVĪBHĀGAVATAPURĀṆA ? 
9	KAUṢ. ĀR.	c.773	? 
9	VAJRASŪCI	c.802	?  
9	RĀMĀŚR.	c.895	?  
9	RĀMĀŚRAMA	c.897	?  
9	SUBHŪTI	c.899	?  
9	MUKUṬA	c.910	?  
9	MUIR, Sanscrit Texts	c.1353	? 
9	BOLLENSEN	c.1373	?  
9	RĀMAT.	c.1705	? 
9	PRAKṚTIKH.	c.1717	?  
9	KĀTY. ŚR. S.	c.1901	?  
8	Misc. Ess.	1.081b	COLEBROOKE'S Miscellaneous Essays.? 
8	HAEB. Chrest.	1.117	KĀVYA-SANGRAHA. A Sanscrit Anthology, be
8	KĀṬ.	1.153	KĀṬAVEMA, ein Scholiast des ŚĀKUNTALA.
8	PARĀŚ.	1.234	PARĀŚARA, Verfasser eines Gesetzbuchs; n
8	KĀTY. PADDH.	2.022	YĀJÑIKADEVA'S PADDHATI zu KĀTYĀYANA'S ŚR
8	MATHURĀN.	2.029	MATHURĀNĀTHA, ein Schol. des AK.; nach A
8	TANTRA.	c.168	?  
8	POLEY	c.170	?  
8	DEVAR.	c.174	?  
8	RAJAN.	c.219	?  
8	RĀJAVALLABHA	c.250	?  
8	YUKTIKALPATARU	c.265	?  
8	KĀŚĪKHAṆḌA	c.266	?  
8	RUDRA	c.278	?  
8	ṢAḌGURUŚ.	c.292	?  
8	BHAVIṢYOTT. P.	c.389	BHAVIṢYOTTARAPURĀṆA ? 
8	Ross	c.418	? 
8	ST. JULIEN	c.430a	? 
8	WOLLHEIM, Myth.	c.459a	 ? 
8	KṢITĪŚĀV.	c.472	?  
8	YĀJN.	c.473	?  
8	MADHY.	c.476	?  
8	KUMARĀS.	c.477	?  
8	MĀRK.	c.508	?  
8	FOUC.	c.512	?  
8	ĀŚV.	c.521	?  
8	NĀṬY.	c.745	?  
8	MERUTANTRA	c.791	?  
8	Verz. der Oxf. H.	c.890	? 
8	RĀMĀŚRAYA	c.898	?  
8	KṢĪRASV.	c.902	?  
8	ŚĀṂK.	c.911	?  
8	PĀTĀLAKH.	c.1023	?  
8	GOLDST.	c.1204	?  
8	Lois.	c.1606	?  
8	VARĀH. LAGH.	c.1686	? 
7	ŚĀRṄG.	1.071	ŚĀRṄGADHARA.
7	ŚATAR. UP.	1.073	ŚATARUDRIYOPANIṢAD.
7	GAṆAR.	1.103	GAṆARATNAMAHODADHI, s. BÖHTLINGK, Einlei
7	YAVANEŚV.	1.141	YAVANEŚVARA.
7	KAIV. UP.	1.147	KAIVALYOPANIṢAD.
7	KOṢṬHĪPRADĪPA	1.173a	KOṢṬHĪPRADĪPA, nach Anführungen im ŚKDR.
7	RĀṢṬRAPĀLAP.	3.012	RĀṢTRAPĀLAPARIPṚCCHĀ, handschriftlich in
7	LANGLOIS.	c.136	?  
7	J.	c.148	?  
7	SĀYAṆA	c.158	?  
7	BOPP.	c.177	?  
7	UṆĀDIVR.	c.230	?  
7	PULASTYA	c.234	?  
7	KARMALOCANA	c.255	?  
7	SKANDAP.	c.258	?  
7	UṆĀDIVṚTTI	c.261	?  
7	DĀYAT.	c.269	?  
7	MATSYAP.	c.271	?  
7	CARAṆAVY.	c.286	?  
7	PURR.	c.326	?  
7	BÖHTL.	c.377a	? 
7	BHAVIṢYOTTARAPURĀṆA	c.389c	BHAVIṢYOTTARAPURĀṆA ? 
7	BṚHANNĀRAD. P.	c.390	BṚHANNĀRADAPURĀṆA ? 
7	PERTSCH	c.406	? 
7	VIṢṆU'S DHARMAŚ.	c.446	 ? 
7	VAIT.	c.471	?  
7	KAURAP.	c.480	?  
7	YAJÑAD.	c.482	?  
7	VĪR.	c.483	?  
7	VIKRAMAC.	c.524	?  
7	KĀLAM.	c.538	?  
7	BHAVIṢYOTTARAP.	c.747	?  
7	CAKRADATTA	c.796	?  
7	PANDIT	c.857	?  
7	Verz. d. Tüb. Hdschr.	c.888	? 
7	ŚRĪDHARASV.	c.934	?  
7	AMARAMĀLĀ	c.957	?  
7	GOLAB.	c.1559	?  
7	AR. UP.	c.1683	? 
7	ŚRĪKṚṢṆAJANMAKH.	c.1719	?  
7	ŚATAKĀV.	c.2070	?  
6	BRAHMA-S.	1.049	BRAHMASŪTRA, nach Anführungen in WIND. S
6	Bull. hist.-phil.	1.055	 Bulletin historico-philologique de l'Ac
6	WILSON, DAŚAK.	1.088a	DAŚAKUMĀRACARITA, ed. WILSON (GILD. Bibl
6	DIVYA-AV.	1.096	DIVYĀVADĀNA, eine buddhistische Legenden
6	JĀB. UP.	1.101	JĀBĀLOPANIṢAD.
6	GORRESIO	1.112a	Gaspare Gorresio, translator of RĀMĀYAṆA
6	NAVAR.	1.224	NAVARATNA in HAEB. {%C%}hrest. S. 1--3.
6	PRĀYAŚCITTAV.	1.241	PRĀYAŚCITTAVIVEKA, nach Anführungen im Ś
6	R. ed. Ser.	1.247c	Serampore ed. of Rāmāyaṇa [Cologne addit
6	Verz. d. B.	1.314a	{1.314} ? 
6	JYOTIṢAT.	2.014	JYOTIṢATATTVA; nach Anführungen im ŚKDR.
6	Notices	c.001	Notices of Skt. Mss. 
6	UTTARARĀMAC. ed. Cow.	c.004b	? 
6	AŚOKĀV.	c.064a	AŚOKĀVADĀNA?  
6	BHĀSKARA	c.090	? 
6	FOUCAUX.	c.137	?  
6	DURGA.	c.145	?  
6	TROYER.	c.150	?  
6	RĀMĀYAṆA	c.175	?  
6	DĪP.	c.240	?  
6	SĀRASV.	c.246	?  
6	ŚABDĀRTHAKALP.	c.247	?  
6	SAM̃GĪTARATNĀKARA	c.251	?  
6	TANTRA	c.253	?  
6	ŚABDAK.	c.257	?  
6	HAḌḌACANDRA	c.263	?  
6	VIJAYARAKṢITA	c.274	?  
6	JYOTIṢA	c.290	?  
6	RUDRAYĀMALA	c.313	?  
6	VIṢṆUDHARMOTTARA	c.314	?  
6	PAIṬHĪNASI	c.315	?  
6	BRAHMAVAIV.-P.	c.321a	BRAHMAVAIVARTAPURĀṆA?  
6	ĀRUṆIKOP.	c.343	?  
6	REINAUD	c.413	? 
6	Rosse	c.418a	? 
6	ĀNANDALAH.	c.479	?  
6	BHAGAṆĀDH.	c.484	?  
6	VṚDDHACĀṆ.	c.485	?  
6	PRATYABDAŚ.	c.516	?  
6	BHAGRAHAY.	c.554	?  
6	UTTAR.	c.742	?  
6	Bibl. Ind.	c.755	? 
6	MATSYASŪKTA	c.812	?  
6	GOVARDHANA	c.822	?  
6	GOBH	c.826	?  
6	JĀTAKAMĀLĀ	c.833	?  
6	VĪRAMITRODAYA	c.876	?  
6	MALL.	c.900	?  
6	HAUG	c.907	?  
6	BRAHMAVAIV.	c.909	?  
6	ṢAḌGURUŚIṢYA	c.913	?  
6	KATHĀRṆ.	c.966	?  
6	TAITT.	c.1055	?  
6	PARIŚIṢṬA	c.1163	?  
6	ŚIVA	c.1397	?  
6	BOHLEN	c.1478	?  
6	NĪLAK	c.1480	?  
6	HAEB. Anthol.	c.1695	? 
6	YANTRĀDH.	c.1718	?  
6	ŚRUT. (BR.)	c.2078	? 
5	AVAD. ŚAT.	1.027	AVADĀNAŚATAKA, eine buddhistische Legend
5	BURNOUF Intr.	1.056a	BURNOUF, Introduction à l'histoire du Bu
5	Śl.	1.079	Śloka.
5	DURGĀDĀSA	1.098a	DURGĀDĀSA ? 
5	Index des KANDYUR	1.133c	Index des KANDYUR. Herausgegeben von der
5	YAJ. V.	1.140	YAJURVEDA.
5	KĀVYAC.	1.166	KĀVYACANDRIKĀ, ein Lehrbuch der Rhetorik
5	MAŚ. S.	1.191a	MAŚAKA'S KALPASŪTRĀṆI.
5	MAÑJUŚRĪN.	1.206	ĀRYAMAÑJUŚRĪNĀMASAM̃GĪTI, s. Verz. d. Pe
5	NĪL.	1.226	NĪLAKAṆṬHA, ein Scholiast des MAHĀBHĀRAT
5	PUṢPAS.	1.246	PUṢPASŪTRA.
5	SIDDH. ŚIR.	1.277a	SIDDHĀNTAŚIROMAṆI, nach Anführungen im Ś
5	SUŚRUTA	1.282a	SUŚRUTA 
5	ŚĀKAṬ.	2.005	ŚĀKAṬĀYANA, ein Schol. des ŚĀK.
5	KARMAPRAD.	2.021	KARMAPRADĪPA.
5	RAGHUN.	2.036	RAGHUNANDANABHAṬṬĀCĀRYA, ein Scholiast d
5	Trans. R. A. S.	2.045	The Transactions of the Royal Asiatic So
5	BENF.	c.031	? 
5	BHĀṢĀPAR.	c.038	BHĀṢĀPARICCHEDA nach der Ausgabe von RÖE
5	BROCKHAUS.	c.149	?  
5	MIKLOSICH	c.154	Franz Miklosich (1813-1891) a Slovene ph
5	KĀD. (ed. Calc. 1862)	c.186a	KĀD.(?), Calcutta edition  
5	BHAVADEVABHAṬṬA	c.262	?  
5	ŚIVAP.	c.267	ŚIVAPURĀṆA ?  
5	GAṬĀDH.	c.273	?  
5	RATNĀKARA	c.279	?  
5	AMṚTAVINDŪP.	c.282	?  
5	RUDRAYĀM.	c.283	?  
5	TITHYĀDITATTVA	c.285	?  
5	DRAVYAGUṆA	c.297	?  
5	PRAKṚTIKHAṆḌA	c.300	?  
5	KĀLIKĀP.	c.305	?  
5	HAḌḌA	c.316	?  
5	MUṆḌAMĀLĀTANTRA	c.318	?  
5	NĀGEŚA	c.320	?  
5	CAKRAPĀṆIDATTA	c.329	?  
5	JATĀDH.	c.333	?  
5	ĀHNIKĀCĀRAT.	c.335	?  
5	ŚĀTĀTAPA	c.339	?  
5	ĀGNEYA-P.	c.385	ĀGNEYAPURĀṆA? 
5	Or. und Occ.	c.408	? 
5	WHITE	c.455	 ? 
5	AVADĀNAŚ.	c.478	?  
5	SARASVATĪK.	c.486	?  
5	KĀLAC.	c.490	?  
5	SĀDHANAM.	c.494	?  
5	PĀTĀDH.	c.495	?  
5	LALITAV.	c.518	?  
5	Ś.	c.534	?  
5	NAIG.	c.548	?  
5	ADHYĀTMAR.	c.567	?  
5	LASS.	c.572	?  
5	ŚVETĀŚV.	c.624	?  
5	GIT.	c.645	?  
5	UTT.	c.664	?  
5	NĀRAS. P.	c.777	? 
5	PRAYOGARATNA	c.803	?  
5	HARIBHAKTIVILĀSA	c.807	?  
5	KULĀRṆAVA	c.853	?  
5	BRUCE	c.854	?  
5	SĀRASUNDARĪ	c.901	?  
5	VINĀYAKA	c.904	?  
5	NAYANĀNANDA	c.912	?  
5	KARKA	c.916	?  
5	DEVARĀJA	c.926	?  
5	MAITR.	c.946	?  
5	JAGADDHARA	c.971	?  
5	ŚAṂKARĀCĀRYA	c.1053	?  
5	NILAK.	c.1141	?  
5	ĀNANDAGIRI	c.1150	?  
5	KĀṬHAKA	c.1295	?  
5	HOMER	c.1371	?  
5	NIRUKTA	c.1374	?  
5	MOLESWORTH	c.1379	?  
5	BOLL.	c.1380	?  
5	RAKṢITA	c.1386	?  
5	HESSLER	c.1455	?  
5	VAṂŚABR.	c.1507	? 
5	SAJJANA	c.1565	?  
5	MAHĀBHĀṢYA	c.1624	?  
5	HAṬṬAC.	c.1690	? 
5	JĀT.	c.1694	? 
5	NARASIṂHA-P.	c.1704	? 
5	SPAṢṬĀDHY.	c.1720	?  
5	KĀLANIRṆAYA	c.1786	?  
5	SCHÜTZ'S	c.1972	?  
5	WEBER'S	c.1989	?  
5	?	c.2143	Unknown to us. Can you help? 
4	KĀTY. ANUKR.	1.028g	ANUKRAMAṆIKĀ des  ? [Cologne addition]
4	GĪTAG.	1.110a	GĪTAGOVINDA, ed. LASSEN (GILD. Bibl. 168
4	HARISV.	1.121	HARISVĀMIN, ein Scholiast des ŚAT. BR.
4	WILSON, Hindu Th.	1.125a	Select specimens of the Theatre of the H
4	YOGAT.	1.142	YOGATATTVA, S. Ind. St. 2, 49.
4	Journ. as.	1.143	Journal asiatique.
4	Kār.	1.152	Kārikā.
4	NĪTIPR.	1.228	NĪTIPRADĪPA in HAEB. Chr. S. 526--528.
4	UTT. RĀMAC.	1.299	UTTARA-RĀMACARITRA, ed. Calc. (GILD. Bib
4	VĪRAM.	1.321	VĪRAMITRODAYA.
4	AIT. ĀR.	2.001	AITAREYĀRAṆYAKA; nach Mittheilungen von 
4	Berichte d. k. s. G. d. Ww.	2.003a	? {2.003} 
4	YUKTIKALPAT.	2.019	YUKTIKALPATARU von BHOJARĀJA; nach Anfüh
4	MUIR, Sanskr. Texts	3.009	Original Sanskrit Texts on the origin an
4	ATHARVAŚ. UP.	c.019	ATHARVAŚIKHĀ. UPANIṢAD. ? 
4	Journ. of the As. S. of Beng.	c.022c	? 
4	BHĀRAVI	c.037	? 
4	WIND.	c.125	?  
4	PISCHEL	c.151	?  
4	VOPADEVA	c.166	?  
4	JYOTIṢA.	c.167	?  
4	YAJURVEDA	c.169	?  
4	WINDISCHMANN	c.171	Friedrich Heinrich Hugo Windischmann (18
4	JOHNS. Sel.	c.172a	?  
4	MĀDHAVA.	c.173	?  
4	MĀDHAVAKARA	c.277	?  
4	UṆADIVṚ.	c.280	?  
4	KALPA	c.284	?  
4	SUBHŪTICANDRA	c.288	?  
4	GAURĪ	c.291	?  
4	RATIRAHASYA	c.293	?  
4	JAGADĪŚA	c.294	?  
4	KAPILAS.	c.296	?  
4	DHYĀNAVINDŪP.	c.308	?  
4	KRAMADĪPIKĀ	c.309	?  
4	GOVINDAR.	c.310	?  
4	PITĀMAHA	c.319	?  
4	VOPĀLITA	c.323	?  
4	VĀRĀHĪTANTRA	c.324	?  
4	EKĀDAŚĪTATTVA	c.327	?  
4	VENĪS.	c.330	?  
4	BHOJA	c.336	?  
4	SAMAYĀMṚTA	c.338	?  
4	ŚRĪHARṢA	c.340	?  
4	GOTAMA	c.344	?  
4	DRAVY.	c.346	?  
