source,inheritor,source_size,inheritor_size,intersection,containment,lift,pmi,rare_cont_2,src_rare_2,rare_cont_3,src_rare_3,rare_cont_5,src_rare_5,excl_pair,source_year,inheritor_year,temporal_plausible,both_in_L0
BOP,AP90,8505,34277,3972,0.467,6.402,2.678,0.0,236,0.0,349,0.0304,593,0,1847,1890,True,True
BOP,ARMH,8505,6673,2893,0.3402,23.95,4.582,0.0,236,0.0,349,0.0051,593,0,1847,1861,True,False
BOP,KRM,8505,1698,332,0.039,10.801,3.433,0.0,236,0.0,349,0.0,593,0,1847,1965,True,True
BOP,LAN,8505,4726,2449,0.2879,28.627,4.839,0.0,236,0.0,349,0.0084,593,0,1847,1884,True,False
BOP,MCI,8505,2325,398,0.0468,9.457,3.241,0.0,236,0.0,349,0.0,593,0,1847,1993,True,True
BOP,PGN,8505,470,60,0.0071,7.052,2.818,0.0,236,0.0,349,0.0,593,0,1847,1978,True,False
BOP,PWKVN,8505,14995,1075,0.1264,3.96,1.986,0.0,236,0.0,349,0.0034,593,0,1847,n/a,True,False
BOP,SNP,8505,448,105,0.0123,12.948,3.695,0.0,236,0.0,349,0.0,593,0,1847,1974,True,False
BOP,VEI,8505,3704,847,0.0996,12.633,3.659,0.0,236,0.0,349,0.0034,593,0,1847,1912,True,True
BUR,ACSJ,19146,634,228,0.0119,8.825,3.142,0.0,4550,0.0,4718,0.0002,5153,0,1866,1896,True,False
BUR,ARMH,19146,6673,3429,0.1791,12.61,3.657,0.0,4550,0.0,4718,0.0002,5153,0,1866,1861,False,False
BUR,CAE,19146,38484,7510,0.3922,4.789,2.26,0.0,4550,0.0,4718,0.0043,5153,0,1866,1891,True,True
BUR,KRM,19146,1698,455,0.0238,6.576,2.717,0.0,4550,0.0,4718,0.0002,5153,0,1866,1965,True,True
BUR,LAN,19146,4726,2443,0.1276,12.685,3.665,0.0,4550,0.0,4718,0.0004,5153,0,1866,1884,True,False
BUR,MCI,19146,2325,533,0.0278,5.626,2.492,0.0,4550,0.0,4718,0.0,5153,0,1866,1993,True,True
BUR,PGN,19146,470,74,0.0039,3.864,1.95,0.0,4550,0.0,4718,0.0,5153,0,1866,1978,True,False
BUR,PWKVN,19146,14995,1514,0.0791,2.478,1.309,0.0,4550,0.0,4718,0.0004,5153,0,1866,n/a,True,False
BUR,SNP,19146,448,172,0.009,9.422,3.236,0.0,4550,0.0,4718,0.0,5153,0,1866,1974,True,False
BUR,VEI,19146,3704,1151,0.0601,7.626,2.931,0.0,4550,0.0,4718,0.0004,5153,0,1866,1912,True,True
CAE,ACPH,38484,1453,505,0.0131,4.243,2.085,0.0,1894,0.0,3803,0.0004,11180,0,1891,1896,True,False
CAE,ARMH,38484,6673,4204,0.1092,7.692,2.943,0.0,1894,0.0,3803,0.0003,11180,0,1891,1861,False,False
CAE,BUR,38484,19146,7510,0.1951,4.789,2.26,0.0,1894,0.0,3803,0.002,11180,0,1891,1866,False,True
CAE,KRM,38484,1698,420,0.0109,3.02,1.594,0.0,1894,0.0,3803,0.0001,11180,0,1891,1965,True,True
CAE,MCI,38484,2325,892,0.0232,4.684,2.228,0.0,1894,0.0,3803,0.0006,11180,0,1891,1993,True,True
CAE,PE,38484,6623,2369,0.0616,4.367,2.127,0.0,1894,0.0,3803,0.0011,11180,0,1891,1975,True,False
CAE,PGN,38484,470,114,0.003,2.961,1.566,0.0,1894,0.0,3803,0.0003,11180,0,1891,1978,True,False
CAE,SNP,38484,448,197,0.0051,5.369,2.425,0.0,1894,0.0,3803,0.0,11180,0,1891,1974,True,False
CCS,ABCH,28751,11584,5373,0.1869,7.58,2.922,0.0,640,0.0,1648,0.0003,6086,0,1887,1896,True,False
CCS,ACPH,28751,1453,459,0.016,5.162,2.368,0.0,640,0.0,1648,0.0002,6086,0,1887,1896,True,False
CCS,ACSJ,28751,634,232,0.0081,5.98,2.58,0.0,640,0.0,1648,0.0002,6086,0,1887,1896,True,False
CCS,ARMH,28751,6673,3847,0.1338,9.421,3.236,0.0,640,0.0,1648,0.0,6086,0,1887,1861,False,False
CCS,MCI,28751,2325,786,0.0273,5.525,2.466,0.0,640,0.0,1648,0.0008,6086,0,1887,1993,True,True
CCS,PE,28751,6623,2118,0.0737,5.226,2.386,0.0,640,0.0,1648,0.001,6086,0,1887,1975,True,False
CCS,PGN,28751,470,102,0.0035,3.547,1.826,0.0,640,0.0,1648,0.0,6086,0,1887,1978,True,False
CCS,PWKVN,28751,14995,2301,0.08,2.508,1.326,0.0,640,0.0,1648,0.0079,6086,0,1887,n/a,True,False
CCS,SNP,28751,448,175,0.0061,6.384,2.674,0.0,640,0.0,1648,0.0,6086,0,1887,1974,True,False
FRI,ACPH,7775,1453,247,0.0318,10.273,3.361,0.0,1151,0.0,1336,0.0,1805,0,1956,1896,False,False
FRI,ACSJ,7775,634,85,0.0109,8.102,3.018,0.0,1151,0.0,1336,0.0,1805,0,1956,1896,False,False
FRI,ARMH,7775,6673,2005,0.2579,18.157,4.182,0.0,1151,0.0,1336,0.0,1805,0,1956,1861,False,False
FRI,BEN,7775,17036,3446,0.4432,12.224,3.612,0.0,1151,0.0,1336,0.0066,1805,0,1956,1866,False,True
FRI,GRA,7775,11108,2027,0.2607,11.027,3.463,0.0,1151,0.0,1336,0.0066,1805,0,1956,1873,False,True
FRI,IEG,7775,7575,885,0.1138,7.06,2.82,0.0,1151,0.0,1336,0.0011,1805,0,1956,1966,True,False
FRI,KRM,7775,1698,231,0.0297,8.221,3.039,0.0,1151,0.0,1336,0.0,1805,0,1956,1965,True,True
FRI,PGN,7775,470,62,0.008,7.972,2.995,0.0,1151,0.0,1336,0.0006,1805,0,1956,1978,True,False
FRI,PWKVN,7775,14995,964,0.124,3.885,1.958,0.0,1151,0.0,1336,0.0078,1805,0,1956,n/a,True,False
FRI,SNP,7775,448,63,0.0081,8.498,3.087,0.0,1151,0.0,1336,0.0,1805,0,1956,1974,True,False
FRI,WIL,7775,43939,3916,0.5037,5.386,2.429,0.0,1151,0.0,1336,0.0033,1805,0,1956,1832,False,True
GRA,ABCH,11108,11584,1693,0.1524,6.182,2.628,0.0,1212,0.0,1569,0.0003,3668,0,1873,1896,True,False
GRA,ACC,11108,32576,223,0.0201,0.29,-1.788,0.0,1212,0.0,1569,0.0003,3668,0,1873,1962,True,True
GRA,ACPH,11108,1453,202,0.0182,5.88,2.556,0.0,1212,0.0,1569,0.0,3668,0,1873,1896,True,False
GRA,ACSJ,11108,634,67,0.006,4.47,2.16,0.0,1212,0.0,1569,0.0,3668,0,1873,1896,True,False
GRA,ARMH,11108,6673,1328,0.1196,8.418,3.073,0.0,1212,0.0,1569,0.0003,3668,0,1873,1861,False,False
GRA,BEN,11108,17036,2829,0.2547,7.024,2.812,0.0,1212,0.0,1569,0.0019,3668,0,1873,1866,False,True
GRA,FRI,11108,7775,2027,0.1825,11.027,3.463,0.0,1212,0.0,1569,0.0033,3668,0,1873,1956,True,True
GRA,KRM,11108,1698,232,0.0209,5.779,2.531,0.0,1212,0.0,1569,0.0003,3668,0,1873,1965,True,True
GRA,MCI,11108,2325,234,0.0211,4.257,2.09,0.0,1212,0.0,1569,0.0,3668,0,1873,1993,True,True
GRA,PGN,11108,470,36,0.0032,3.24,1.696,0.0,1212,0.0,1569,0.0003,3668,0,1873,1978,True,False
GRA,SHS,11108,46730,2867,0.2581,2.595,1.376,0.0,1212,0.0,1569,0.0011,3668,0,1873,1900,True,True
GRA,SNP,11108,448,41,0.0037,3.871,1.953,0.0,1212,0.0,1569,0.0,3668,0,1873,1974,True,False
GRA,WIL,11108,43939,2665,0.2399,2.565,1.359,0.0,1212,0.0,1569,0.0011,3668,0,1873,1832,False,True
GRA,YAT,11108,44720,2915,0.2624,2.757,1.463,0.0,1212,0.0,1569,0.0014,3668,0,1873,1846,False,True
GST,ACPH,6761,1453,31,0.0046,1.483,0.568,0.0,740,0.0,1196,0.0,2211,0,1856,1896,True,False
GST,ACSJ,6761,634,30,0.0044,3.288,1.717,0.0,740,0.0,1196,0.0005,2211,0,1856,1896,True,False
GST,IEG,6761,7575,128,0.0189,1.174,0.232,0.0,740,0.0,1196,0.0,2211,0,1856,1966,True,False
GST,KRM,6761,1698,14,0.0021,0.573,-0.803,0.0,740,0.0,1196,0.0,2211,0,1856,1965,True,True
GST,PE,6761,6623,124,0.0183,1.301,0.38,0.0,740,0.0,1196,0.0005,2211,0,1856,1975,True,False
GST,PGN,6761,470,1,0.0001,0.148,-2.758,0.0,740,0.0,1196,0.0,2211,0,1856,1978,True,False
GST,SKD,6761,40817,210,0.0311,0.358,-1.484,0.0,740,0.0,1196,0.0005,2211,0,1856,1886,True,True
GST,SNP,6761,448,11,0.0016,1.706,0.771,0.0,740,0.0,1196,0.0,2211,0,1856,1974,True,False
GST,VEI,6761,3704,70,0.0104,1.313,0.393,0.0,740,0.0,1196,0.0,2211,0,1856,1912,True,True
IEG,ACSJ,7575,634,52,0.0069,5.087,2.347,0.0,4612,0.0,4758,0.0,5126,0,1966,1896,False,False
IEG,BEN,7575,17036,1333,0.176,4.853,2.279,0.0,4612,0.0,4758,0.0006,5126,0,1966,1866,False,False
IEG,FRI,7575,7775,885,0.1168,7.06,2.82,0.0,4612,0.0,4758,0.0004,5126,0,1966,1956,False,False
IEG,GST,7575,6761,128,0.0169,1.174,0.232,0.0,4612,0.0,4758,0.0,5126,0,1966,1856,False,False
IEG,LAN,7575,4726,681,0.0899,8.938,3.16,0.0,4612,0.0,4758,0.0002,5126,0,1966,1884,False,False
IEG,MCI,7575,2325,145,0.0191,3.868,1.952,0.0,4612,0.0,4758,0.0,5126,0,1966,1993,True,False
IEG,PWKVN,7575,14995,440,0.0581,1.82,0.864,0.0,4612,0.0,4758,0.0068,5126,0,1966,n/a,True,False
INM,ACSJ,9454,634,82,0.0087,6.428,2.684,0.0,2564,0.0,2934,0.0,4268,0,1904,1896,False,False
INM,KRM,9454,1698,92,0.0097,2.693,1.429,0.0,2564,0.0,2934,0.0002,4268,0,1904,1965,True,True
INM,PGN,9454,470,78,0.0083,8.248,3.044,0.0,2564,0.0,2934,0.0,4268,0,1904,1978,True,False
INM,PWKVN,9454,14995,516,0.0546,1.71,0.774,0.0,2564,0.0,2934,0.0073,4268,0,1904,n/a,True,False
INM,SNP,9454,448,63,0.0067,6.989,2.805,0.0,2564,0.0,2934,0.0,4268,0,1904,1974,True,False
INM,WIL,9454,43939,2850,0.3015,3.224,1.689,0.0,2564,0.0,2934,0.003,4268,0,1904,1832,False,True
KRM,ABCH,1698,11584,247,0.1455,5.9,2.561,0.0,660,0.0,700,0.0,1007,0,1965,1896,False,False
KRM,ACC,1698,32576,23,0.0135,0.195,-2.356,0.0,660,0.0,700,0.0,1007,0,1965,1962,False,True
KRM,ACPH,1698,1453,32,0.0188,6.094,2.607,0.0,660,0.0,700,0.0,1007,0,1965,1896,False,False
KRM,ACSJ,1698,634,18,0.0106,7.856,2.974,0.0,660,0.0,700,0.001,1007,0,1965,1896,False,False
KRM,AP90,1698,34277,244,0.1437,1.97,0.978,0.0,660,0.0,700,0.003,1007,0,1965,1890,False,True
KRM,ARMH,1698,6673,195,0.1148,8.086,3.015,0.0,660,0.0,700,0.001,1007,0,1965,1861,False,False
KRM,BEN,1698,17036,412,0.2426,6.692,2.742,0.0,660,0.0,700,0.0,1007,0,1965,1866,False,True
KRM,BOP,1698,8505,332,0.1955,10.801,3.433,0.0,660,0.0,700,0.0,1007,0,1965,1847,False,True
KRM,BUR,1698,19146,455,0.268,6.576,2.717,0.0,660,0.0,700,0.001,1007,0,1965,1866,False,True
KRM,CAE,1698,38484,420,0.2473,3.02,1.594,0.0,660,0.0,700,0.001,1007,0,1965,1891,False,True
KRM,FRI,1698,7775,231,0.136,8.221,3.039,0.0,660,0.0,700,0.0,1007,0,1965,1956,False,True
KRM,GRA,1698,11108,232,0.1366,5.779,2.531,0.0,660,0.0,700,0.001,1007,0,1965,1873,False,True
KRM,GST,1698,6761,14,0.0082,0.573,-0.803,0.0,660,0.0,700,0.0,1007,0,1965,1856,False,True
KRM,INM,1698,9454,92,0.0542,2.693,1.429,0.0,660,0.0,700,0.001,1007,0,1965,1904,False,True
KRM,LAN,1698,4726,224,0.1319,13.115,3.713,0.0,660,0.0,700,0.0,1007,0,1965,1884,False,False
KRM,MCI,1698,2325,25,0.0147,2.975,1.573,0.0,660,0.0,700,0.0,1007,0,1965,1993,True,True
KRM,PE,1698,6623,89,0.0524,3.718,1.895,0.0,660,0.0,700,0.001,1007,0,1965,1975,True,False
KRM,PGN,1698,470,6,0.0035,3.532,1.821,0.0,660,0.0,700,0.0,1007,0,1965,1978,True,False
KRM,PWKVN,1698,14995,111,0.0654,2.048,1.034,0.0,660,0.0,700,0.0,1007,0,1965,n/a,True,False
KRM,SCH,1698,28455,189,0.1113,1.838,0.878,0.0,660,0.0,700,0.001,1007,0,1965,1928,False,True
KRM,SNP,1698,448,4,0.0024,2.471,1.305,0.0,660,0.0,700,0.0,1007,0,1965,1974,True,False
KRM,VEI,1698,3704,107,0.063,7.993,2.999,0.0,660,0.0,700,0.001,1007,0,1965,1912,False,True
LAN,ABCH,4726,11584,1788,0.3783,15.345,3.94,0.0,248,0.0,348,0.0017,600,0,1884,1896,True,False
LAN,ACC,4726,32576,287,0.0607,0.876,-0.191,0.0,248,0.0,348,0.0017,600,0,1884,1962,True,False
LAN,ACPH,4726,1453,181,0.0383,12.384,3.63,0.0,248,0.0,348,0.0,600,0,1884,1896,True,False
LAN,ACSJ,4726,634,69,0.0146,10.82,3.436,0.0,248,0.0,348,0.0,600,0,1884,1896,True,False
LAN,AP90,4726,34277,1877,0.3972,5.444,2.445,0.0,248,0.0,348,0.0017,600,0,1884,1890,True,False
LAN,ARMH,4726,6673,1403,0.2969,20.902,4.386,0.0,248,0.0,348,0.0033,600,0,1884,1861,False,False
LAN,BHS,4726,17777,680,0.1439,3.803,1.927,0.0,248,0.0,348,0.0033,600,0,1884,1953,True,False
LAN,BOP,4726,8505,2449,0.5182,28.627,4.839,0.0,248,0.0,348,0.0083,600,0,1884,1847,False,False
LAN,BUR,4726,19146,2443,0.5169,12.685,3.665,0.0,248,0.0,348,0.0033,600,0,1884,1866,False,False
LAN,IEG,4726,7575,681,0.1441,8.938,3.16,0.0,248,0.0,348,0.0017,600,0,1884,1966,True,False
LAN,KRM,4726,1698,224,0.0474,13.115,3.713,0.0,248,0.0,348,0.0,600,0,1884,1965,True,False
LAN,MCI,4726,2325,216,0.0457,9.236,3.207,0.0,248,0.0,348,0.0,600,0,1884,1993,True,False
LAN,PE,4726,6623,672,0.1422,10.087,3.334,0.0,248,0.0,348,0.0017,600,0,1884,1975,True,False
LAN,PGN,4726,470,46,0.0097,9.73,3.282,0.0,248,0.0,348,0.0,600,0,1884,1978,True,False
LAN,PWKVN,4726,14995,709,0.15,4.701,2.233,0.0,248,0.0,348,0.0117,600,0,1884,n/a,True,False
LAN,SHS,4726,46730,2914,0.6166,6.199,2.632,0.0,248,0.0,348,0.0317,600,0,1884,1900,True,False
LAN,SKD,4726,40817,649,0.1373,1.581,0.661,0.0,248,0.0,348,0.0017,600,0,1884,1886,True,False
LAN,SNP,4726,448,40,0.0085,8.877,3.15,0.0,248,0.0,348,0.0,600,0,1884,1974,True,False
LAN,VEI,4726,3704,698,0.1477,18.735,4.228,0.0,248,0.0,348,0.0033,600,0,1884,1912,True,False
LAN,WIL,4726,43939,2768,0.5857,6.263,2.647,0.0,248,0.0,348,0.0217,600,0,1884,1832,False,False
LAN,YAT,4726,44720,2973,0.6291,6.609,2.724,0.0,248,0.0,348,0.02,600,0,1884,1846,False,False
LRV,PGN,48259,470,100,0.0021,2.071,1.051,0.0,11043,0.0,12895,0.0,18338,0,1889,1978,True,False
LRV,PWKVN,48259,14995,2510,0.052,1.63,0.705,0.0,11043,0.0,12895,0.0016,18338,0,1889,n/a,True,False
MCI,ABCH,2325,11584,559,0.2404,9.752,3.286,0.0,532,0.0,602,0.0,805,0,1993,1896,False,False
MCI,ACPH,2325,1453,59,0.0254,8.206,3.037,0.0,532,0.0,602,0.0,805,0,1993,1896,False,False
MCI,ACSJ,2325,634,32,0.0138,10.2,3.35,0.0,532,0.0,602,0.0,805,0,1993,1896,False,False
MCI,ARMH,2325,6673,383,0.1647,11.599,3.536,0.0,532,0.0,602,0.0012,805,0,1993,1861,False,False
MCI,BEN,2325,17036,649,0.2791,7.699,2.945,0.0,532,0.0,602,0.0062,805,0,1993,1866,False,True
MCI,BOP,2325,8505,398,0.1712,9.457,3.241,0.0,532,0.0,602,0.0,805,0,1993,1847,False,True
MCI,BUR,2325,19146,533,0.2292,5.626,2.492,0.0,532,0.0,602,0.0,805,0,1993,1866,False,True
MCI,CAE,2325,38484,892,0.3837,4.684,2.228,0.0,532,0.0,602,0.0087,805,0,1993,1891,False,True
MCI,CCS,2325,28751,786,0.3381,5.525,2.466,0.0,532,0.0,602,0.0062,805,0,1993,1887,False,True
MCI,GRA,2325,11108,234,0.1006,4.257,2.09,0.0,532,0.0,602,0.0,805,0,1993,1873,False,True
MCI,IEG,2325,7575,145,0.0624,3.868,1.952,0.0,532,0.0,602,0.0,805,0,1993,1966,False,False
MCI,KRM,2325,1698,25,0.0108,2.975,1.573,0.0,532,0.0,602,0.0,805,0,1993,1965,False,True
MCI,LAN,2325,4726,216,0.0929,9.236,3.207,0.0,532,0.0,602,0.0,805,0,1993,1884,False,False
MCI,MD,2325,20103,642,0.2761,6.454,2.69,0.0,532,0.0,602,0.0,805,0,1993,1893,False,True
MCI,MW72,2325,51159,793,0.3411,3.132,1.647,0.0,532,0.0,602,0.0112,805,0,1993,1872,False,True
MCI,PGN,2325,470,36,0.0155,15.479,3.952,0.0,532,0.0,602,0.0,805,0,1993,1978,False,False
MCI,PWKVN,2325,14995,155,0.0667,2.089,1.063,0.0,532,0.0,602,0.0025,805,0,1993,n/a,True,False
MCI,SHS,2325,46730,797,0.3428,3.447,1.785,0.0,532,0.0,602,0.0037,805,0,1993,1900,False,True
MCI,SNP,2325,448,28,0.012,12.63,3.659,0.0,532,0.0,602,0.0,805,0,1993,1974,False,False
MCI,VEI,2325,3704,259,0.1114,14.131,3.821,0.0,532,0.0,602,0.0,805,0,1993,1912,False,True
MCI,WIL,2325,43939,770,0.3312,3.541,1.824,0.0,532,0.0,602,0.0012,805,0,1993,1832,False,True
MCI,YAT,2325,44720,775,0.3333,3.502,1.808,0.0,532,0.0,602,0.0012,805,0,1993,1846,False,True
MD,ABCH,20103,11584,4676,0.2326,9.434,3.238,0.0,843,0.0,1784,0.0012,4325,0,1893,1896,True,False
MD,ACC,20103,32576,796,0.0396,0.571,-0.808,0.0,843,0.0,1784,0.0046,4325,0,1893,1962,True,True
MD,ACPH,20103,1453,374,0.0186,6.016,2.589,0.0,843,0.0,1784,0.0007,4325,0,1893,1896,True,False
MD,ACSJ,20103,634,213,0.0106,7.852,2.973,0.0,843,0.0,1784,0.0002,4325,0,1893,1896,True,False
MD,ARMH,20103,6673,3400,0.1691,11.908,3.574,0.0,843,0.0,1784,0.0007,4325,0,1893,1861,False,False
MD,MCI,20103,2325,642,0.0319,6.454,2.69,0.0,843,0.0,1784,0.0,4325,0,1893,1993,True,True
MD,PE,20103,6623,1644,0.0818,5.801,2.536,0.0,843,0.0,1784,0.0012,4325,0,1893,1975,True,False
MD,PGN,20103,470,78,0.0039,3.879,1.956,0.0,843,0.0,1784,0.0002,4325,0,1893,1978,True,False
MD,SNP,20103,448,184,0.0092,9.599,3.263,0.0,843,0.0,1784,0.0,4325,0,1893,1974,True,False
MW72,MCI,51159,2325,793,0.0155,3.132,1.647,0.0,5555,0.0,8434,0.0005,18251,0,1872,1993,True,True
MW72,PWKVN,51159,14995,3036,0.0593,1.859,0.895,0.0,5555,0.0,8434,0.0013,18251,0,1872,n/a,True,False
MW72,SNP,51159,448,240,0.0047,4.92,2.299,0.0,5555,0.0,8434,0.0001,18251,0,1872,1974,True,False
PD,ACPH,104959,1453,29,0.0003,0.089,-3.484,0.0,95979,0.0,97444,0.0,100551,1,1976,1896,False,False
PD,ACSJ,104959,634,31,0.0003,0.219,-2.192,0.0,95979,0.0,97444,0.0,100551,1,1976,1896,False,False
PD,PGN,104959,470,2,0.0,0.019,-5.714,0.0,95979,0.0,97444,0.0,100551,1,1976,1978,True,False
PD,SNP,104959,448,11,0.0001,0.11,-3.186,0.0,95979,0.0,97444,0.0,100551,0,1976,1974,False,False
PD,VEI,104959,3704,67,0.0006,0.081,-3.626,0.0,95979,0.0,97444,0.0,100551,0,1976,1912,False,False
PE,ACSJ,6623,634,61,0.0092,6.826,2.771,0.0,1621,0.0,1878,0.0008,2664,0,1975,1896,False,False
PE,BEN,6623,17036,1500,0.2265,6.246,2.643,0.0,1621,0.0,1878,0.0008,2664,0,1975,1866,False,False
PE,CAE,6623,38484,2369,0.3577,4.367,2.127,0.0,1621,0.0,1878,0.0045,2664,0,1975,1891,False,False
PE,CCS,6623,28751,2118,0.3198,5.226,2.386,0.0,1621,0.0,1878,0.0023,2664,0,1975,1887,False,False
PE,GST,6623,6761,124,0.0187,1.301,0.38,0.0,1621,0.0,1878,0.0004,2664,0,1975,1856,False,False
PE,KRM,6623,1698,89,0.0134,3.718,1.895,0.0,1621,0.0,1878,0.0004,2664,0,1975,1965,False,False
PE,LAN,6623,4726,672,0.1015,10.087,3.334,0.0,1621,0.0,1878,0.0004,2664,0,1975,1884,False,False
PE,MD,6623,20103,1644,0.2482,5.801,2.536,0.0,1621,0.0,1878,0.0019,2664,0,1975,1893,False,False
PE,PGN,6623,470,81,0.0122,12.226,3.612,0.0,1621,0.0,1878,0.0,2664,0,1975,1978,True,False
PE,PWKVN,6623,14995,399,0.0602,1.888,0.917,0.0,1621,0.0,1878,0.0041,2664,0,1975,n/a,True,False
PE,SHS,6623,46730,2145,0.3239,3.256,1.703,0.0,1621,0.0,1878,0.0053,2664,0,1975,1900,False,False
PE,SNP,6623,448,67,0.0101,10.61,3.407,0.0,1621,0.0,1878,0.0,2664,0,1975,1974,False,False
PE,WIL,6623,43939,2101,0.3172,3.392,1.762,0.0,1621,0.0,1878,0.0041,2664,0,1975,1832,False,False
PGN,ABCH,470,11584,80,0.1702,6.904,2.787,0.0,275,0.0,282,0.0,323,0,1978,1896,False,False
PGN,ACPH,470,1453,10,0.0213,6.88,2.782,0.0,275,0.0,282,0.0,323,0,1978,1896,False,False
PGN,ACSJ,470,634,3,0.0064,4.73,2.242,0.0,275,0.0,282,0.0,323,0,1978,1896,False,False
PGN,AP,470,88667,55,0.117,0.62,-0.689,0.0,275,0.0,282,0.0,323,0,1978,1957,False,False
PGN,AP90,470,34277,42,0.0894,1.225,0.293,0.0,275,0.0,282,0.0,323,0,1978,1890,False,False
PGN,ARMH,470,6673,61,0.1298,9.138,3.192,0.0,275,0.0,282,0.0,323,0,1978,1861,False,False
PGN,BEN,470,17036,70,0.1489,4.108,2.038,0.0,275,0.0,282,0.0,323,0,1978,1866,False,False
PGN,BOP,470,8505,60,0.1277,7.052,2.818,0.0,275,0.0,282,0.0,323,0,1978,1847,False,False
PGN,BUR,470,19146,74,0.1574,3.864,1.95,0.0,275,0.0,282,0.0,323,0,1978,1866,False,False
PGN,CAE,470,38484,114,0.2426,2.961,1.566,0.0,275,0.0,282,0.0093,323,0,1978,1891,False,False
PGN,CCS,470,28751,102,0.217,3.547,1.826,0.0,275,0.0,282,0.0,323,0,1978,1887,False,False
PGN,FRI,470,7775,62,0.1319,7.972,2.995,0.0,275,0.0,282,0.0031,323,0,1978,1956,False,False
PGN,GRA,470,11108,36,0.0766,3.24,1.696,0.0,275,0.0,282,0.0031,323,0,1978,1873,False,False
PGN,GST,470,6761,1,0.0021,0.148,-2.758,0.0,275,0.0,282,0.0,323,0,1978,1856,False,False
PGN,INM,470,9454,78,0.166,8.248,3.044,0.0,275,0.0,282,0.0,323,0,1978,1904,False,False
PGN,KRM,470,1698,6,0.0128,3.532,1.821,0.0,275,0.0,282,0.0,323,0,1978,1965,False,False
PGN,LAN,470,4726,46,0.0979,9.73,3.282,0.0,275,0.0,282,0.0,323,0,1978,1884,False,False
PGN,LRV,470,48259,100,0.2128,2.071,1.051,0.0,275,0.0,282,0.0,323,0,1978,1889,False,False
PGN,MCI,470,2325,36,0.0766,15.479,3.952,0.0,275,0.0,282,0.0,323,0,1978,1993,True,False
PGN,MD,470,20103,78,0.166,3.879,1.956,0.0,275,0.0,282,0.0031,323,0,1978,1893,False,False
PGN,PE,470,6623,81,0.1723,12.226,3.612,0.0,275,0.0,282,0.0,323,0,1978,1975,False,False
PGN,PWG,470,106083,165,0.3511,1.555,0.637,0.0,275,0.0,282,0.1084,323,0,1978,1855,False,False
PGN,PWKVN,470,14995,22,0.0468,1.467,0.553,0.0,275,0.0,282,0.0031,323,0,1978,n/a,True,False
PGN,SCH,470,28455,35,0.0745,1.23,0.298,0.0,275,0.0,282,0.0031,323,0,1978,1928,False,False
PGN,SHS,470,46730,114,0.2426,2.439,1.286,0.0,275,0.0,282,0.0031,323,0,1978,1900,False,False
PGN,SKD,470,40817,26,0.0553,0.637,-0.651,0.0,275,0.0,282,0.0,323,0,1978,1886,False,False
PGN,SNP,470,448,3,0.0064,6.694,2.743,0.0,275,0.0,282,0.0,323,0,1978,1974,False,False
PGN,STC,470,23986,77,0.1638,3.209,1.682,0.0,275,0.0,282,0.0,323,0,1978,1932,False,False
PGN,VEI,470,3704,26,0.0553,7.017,2.811,0.0,275,0.0,282,0.0,323,0,1978,1912,False,False
PGN,WIL,470,43939,114,0.2426,2.594,1.375,0.0,275,0.0,282,0.0031,323,0,1978,1832,False,False
PGN,YAT,470,44720,113,0.2404,2.526,1.337,0.0,275,0.0,282,0.0031,323,0,1978,1846,False,False
PUI,BEN,11730,17036,2182,0.186,5.13,2.359,0.0,5324,0.0,5714,0.0009,6812,0,1951,1866,False,True
PUI,PWKVN,11730,14995,577,0.0492,1.541,0.624,0.0,5324,0.0,5714,0.0038,6812,0,1951,n/a,True,False
PUI,SNP,11730,448,105,0.009,9.388,3.231,0.0,5324,0.0,5714,0.0001,6812,0,1951,1974,True,False
PUI,WIL,11730,43939,3072,0.2619,2.8,1.486,0.0,5324,0.0,5714,0.0029,6812,0,1951,1832,False,True
PWG,PGN,106083,470,165,0.0016,1.555,0.637,0.0,7136,0.0,27672,0.0006,55798,0,1855,1978,True,False
PWG,SNP,106083,448,325,0.0031,3.213,1.684,0.0,7136,0.0,27672,0.0002,55798,0,1855,1974,True,False
PWKVN,ABCH,14995,11584,1079,0.072,2.919,1.545,0.0,463,0.0,2971,0.0001,9703,0,n/a,1896,True,False
PWKVN,ACPH,14995,1453,99,0.0066,2.135,1.094,0.0,463,0.0,2971,0.0003,9703,0,n/a,1896,True,False
PWKVN,ACSJ,14995,634,69,0.0046,3.41,1.77,0.0,463,0.0,2971,0.0004,9703,0,n/a,1896,True,False
PWKVN,AP90,14995,34277,1585,0.1057,1.449,0.535,0.0,463,0.0,2971,0.0002,9703,0,n/a,1890,True,False
PWKVN,ARMH,14995,6673,810,0.054,3.803,1.927,0.0,463,0.0,2971,0.0005,9703,0,n/a,1861,True,False
PWKVN,BOP,14995,8505,1075,0.0717,3.96,1.986,0.0,463,0.0,2971,0.0002,9703,0,n/a,1847,True,False
PWKVN,BUR,14995,19146,1514,0.101,2.478,1.309,0.0,463,0.0,2971,0.0002,9703,0,n/a,1866,True,False
PWKVN,CCS,14995,28751,2301,0.1535,2.508,1.326,0.0,463,0.0,2971,0.0049,9703,0,n/a,1887,True,False
PWKVN,FRI,14995,7775,964,0.0643,3.885,1.958,0.0,463,0.0,2971,0.0014,9703,0,n/a,1956,True,False
