source,inheritor,source_size,inheritor_size,intersection,containment,lift,pmi,rare_cont_2,src_rare_2,rare_cont_3,src_rare_3,rare_cont_5,src_rare_5,excl_pair,source_year,inheritor_year,temporal_plausible,both_in_L0
YAT,BOP,44720,8505,6416,0.1435,7.926,2.987,0.0005,2085,0.002,4420,0.005,10319,1,1846,1847,True,True
AP,SCH,88667,28455,4547,0.0513,0.847,-0.24,0.0013,45732,0.0019,53567,0.0077,61655,59,1957,1928,False,True
BUR,PD,19146,104959,684,0.0357,0.16,-2.645,0.0007,4550,0.0019,4718,0.0056,5153,3,1866,1976,True,False
GRA,BOP,11108,8505,2115,0.1904,10.519,3.395,0.0,1212,0.0019,1569,0.0014,3668,0,1873,1847,False,True
GRA,INM,11108,9454,918,0.0826,4.107,2.038,0.0008,1212,0.0019,1569,0.0022,3668,1,1873,1904,True,True
GRA,PUI,11108,11730,1080,0.0972,3.894,1.961,0.0,1212,0.0019,1569,0.0027,3668,0,1873,1951,True,True
IEG,PUI,7575,11730,716,0.0945,3.786,1.921,0.0013,4612,0.0019,4758,0.0039,5126,6,1966,1951,False,False
IEG,PWG,7575,106083,2377,0.3138,1.39,0.475,0.0002,4612,0.0019,4758,0.0414,5126,1,1966,1855,False,False
LRV,CAE,48259,38484,15128,0.3135,3.827,1.936,0.0005,11043,0.0019,12895,0.0222,18338,5,1889,1891,True,True
LRV,PE,48259,6623,2159,0.0447,3.174,1.666,0.0009,11043,0.0019,12895,0.0035,18338,10,1889,1975,True,False
MW72,PUI,51159,11730,2955,0.0578,2.314,1.21,0.0007,5555,0.0019,8434,0.0061,18251,4,1872,1951,True,True
PWG,GST,106083,6761,4009,0.0378,2.626,1.393,0.0017,7136,0.0019,27672,0.0079,55798,12,1855,1856,True,True
SCH,INM,28455,9454,1039,0.0365,1.815,0.86,0.0021,9208,0.0019,11872,0.0036,19371,19,1928,1904,False,True
AP,YAT,88667,44720,15784,0.178,1.87,0.903,0.0004,45732,0.0018,53567,0.0116,61655,20,1957,1846,False,True
CAE,AP90,38484,34277,7770,0.2019,2.768,1.469,0.0005,1894,0.0018,3803,0.0068,11180,1,1891,1890,False,True
CCS,KRM,28751,1698,419,0.0146,4.033,2.012,0.0031,640,0.0018,1648,0.001,6086,2,1887,1965,True,True
CCS,LAN,28751,4726,3637,0.1265,12.576,3.653,0.0,640,0.0018,1648,0.0105,6086,0,1887,1884,False,False
CCS,LRV,28751,48259,12584,0.4377,4.261,2.091,0.0016,640,0.0018,1648,0.0194,6086,1,1887,1889,True,True
CCS,WIL,28751,43939,11461,0.3986,4.263,2.092,0.0,640,0.0018,1648,0.0012,6086,0,1887,1832,False,True
MW,FRI,194084,7775,6279,0.0324,1.955,0.967,0.0011,61214,0.0018,93230,0.0036,135524,65,1899,1956,True,True
MW,IEG,194084,7575,2870,0.0148,0.917,-0.125,0.001,61214,0.0018,93230,0.0035,135524,61,1899,1966,True,False
MW,PE,194084,6623,4786,0.0247,1.749,0.807,0.0005,61214,0.0018,93230,0.0066,135524,31,1899,1975,True,False
MW72,IEG,51159,7575,1781,0.0348,2.159,1.111,0.0009,5555,0.0018,8434,0.003,18251,5,1872,1966,True,False
PW,SKD,151349,40817,5654,0.0374,0.43,-1.218,0.001,29633,0.0018,60099,0.0106,98183,29,1879,1886,True,True
SCH,MW72,28455,51159,5512,0.1937,1.779,0.831,0.0,9208,0.0018,11872,0.0068,19371,0,1928,1872,False,True
YAT,CAE,44720,38484,14183,0.3172,3.872,1.953,0.0014,2085,0.0018,4420,0.0084,10319,3,1846,1891,True,True
YAT,STC,44720,23986,9445,0.2112,4.137,2.049,0.0005,2085,0.0018,4420,0.0045,10319,1,1846,1932,True,True
GST,BEN,6761,17036,748,0.1106,3.051,1.609,0.0,740,0.0017,1196,0.0068,2211,0,1856,1866,True,True
GST,BHS,6761,17777,265,0.0392,1.036,0.051,0.0014,740,0.0017,1196,0.0072,2211,1,1856,1953,True,True
GST,BOP,6761,8505,436,0.0645,3.563,1.833,0.0,740,0.0017,1196,0.0023,2211,0,1856,1847,False,True
GST,BUR,6761,19146,827,0.1223,3.002,1.586,0.0014,740,0.0017,1196,0.0041,2211,1,1856,1866,True,True
INM,IEG,9454,7575,534,0.0565,3.503,1.809,0.0008,2564,0.0017,2934,0.0016,4268,2,1904,1966,True,False
LRV,IEG,48259,7575,1896,0.0393,2.437,1.285,0.0011,11043,0.0017,12895,0.0033,18338,12,1889,1966,True,False
MCI,ACC,2325,32576,188,0.0809,1.166,0.222,0.0,532,0.0017,602,0.0075,805,0,1993,1962,False,True
MCI,AP,2325,88667,573,0.2465,1.306,0.385,0.0,532,0.0017,602,0.0149,805,0,1993,1957,False,True
MCI,AP90,2325,34277,372,0.16,2.193,1.133,0.0019,532,0.0017,602,0.0025,805,1,1993,1890,False,True
MCI,FRI,2325,7775,327,0.1406,8.499,3.087,0.0,532,0.0017,602,0.0012,805,0,1993,1956,False,True
MCI,GST,2325,6761,42,0.0181,1.255,0.328,0.0,532,0.0017,602,0.0037,805,0,1993,1856,False,True
MCI,SCH,2325,28455,350,0.1505,2.486,1.314,0.0019,532,0.0017,602,0.0087,805,1,1993,1928,False,True
MCI,STC,2325,23986,727,0.3127,6.125,2.615,0.0,532,0.0017,602,0.0087,805,0,1993,1932,False,True
MD,BHS,20103,17777,1764,0.0877,2.319,1.214,0.0024,843,0.0017,1784,0.0076,4325,2,1893,1953,True,True
MD,GST,20103,6761,1265,0.0629,4.373,2.129,0.0012,843,0.0017,1784,0.0035,4325,1,1893,1856,False,True
MD,INM,20103,9454,2046,0.1018,5.058,2.339,0.0,843,0.0017,1784,0.0042,4325,0,1893,1904,True,True
MD,VCP,20103,48636,9455,0.4703,4.544,2.184,0.0,843,0.0017,1784,0.0169,4325,0,1893,1873,False,True
STC,BEN,23986,17036,8683,0.362,9.984,3.32,0.0009,2221,0.0017,4088,0.0112,7858,2,1932,1866,False,True
STC,LAN,23986,4726,2826,0.1178,11.713,3.55,0.0032,2221,0.0017,4088,0.0023,7858,7,1932,1884,False,False
STC,VCP,23986,48636,9508,0.3964,3.829,1.937,0.0005,2221,0.0017,4088,0.0073,7858,1,1932,1873,False,True
VEI,CCS,3704,28751,1919,0.5181,8.467,3.082,0.0,492,0.0017,585,0.0219,1095,0,1912,1887,False,True
VEI,IEG,3704,7575,354,0.0956,5.928,2.568,0.0,492,0.0017,585,0.0018,1095,0,1912,1966,True,False
VEI,INM,3704,9454,659,0.1779,8.842,3.144,0.002,492,0.0017,585,0.0046,1095,1,1912,1904,False,True
ABCH,BHS,11584,17777,1408,0.1215,3.212,1.684,0.0,514,0.0016,645,0.0079,1270,0,1896,1953,True,False
ABCH,BOP,11584,8505,3686,0.3182,17.578,4.136,0.0,514,0.0016,645,0.0039,1270,0,1896,1847,False,False
ABCH,CAE,11584,38484,5991,0.5172,6.314,2.659,0.0,514,0.0016,645,0.0126,1270,0,1896,1891,False,False
ABCH,FRI,11584,7775,2536,0.2189,13.23,3.726,0.0,514,0.0016,645,0.0024,1270,0,1896,1956,True,False
ABCH,GST,11584,6761,556,0.048,3.335,1.738,0.0019,514,0.0016,645,0.0055,1270,1,1896,1856,False,False
PE,STC,6623,23986,1829,0.2762,5.409,2.435,0.0,1621,0.0016,1878,0.0079,2664,0,1975,1932,False,False
PUI,IEG,11730,7575,716,0.061,3.786,1.921,0.0011,5324,0.0016,5714,0.0029,6812,6,1951,1966,True,False
SHS,AP90,46730,34277,9381,0.2007,2.752,1.46,0.0006,1554,0.0016,4282,0.007,10895,1,1900,1890,False,True
SHS,KRM,46730,1698,750,0.016,4.441,2.151,0.0019,1554,0.0016,4282,0.0146,10895,3,1900,1965,True,True
WIL,PWG,43939,106083,28159,0.6409,2.838,1.505,0.0,995,0.0016,3650,0.0221,9924,0,1832,1855,True,True
YAT,BEN,44720,17036,10706,0.2394,6.603,2.723,0.0,2085,0.0016,4420,0.0085,10319,0,1846,1866,True,True
AP90,YAT,34277,44720,9185,0.268,2.815,1.493,0.0011,11434,0.0015,16351,0.0027,18547,13,1890,1846,False,True
BHS,VCP,17777,48636,2604,0.1465,1.415,0.501,0.0008,10915,0.0015,11581,0.0055,13701,9,1953,1873,False,True
BUR,MD,19146,20103,6447,0.3367,7.87,2.976,0.0009,4550,0.0015,4718,0.0056,5153,4,1866,1893,True,True
FRI,ACC,7775,32576,482,0.062,0.894,-0.161,0.0,1151,0.0015,1336,0.0017,1805,0,1956,1962,True,True
FRI,PE,7775,6623,934,0.1201,8.522,3.091,0.0,1151,0.0015,1336,0.0022,1805,0,1956,1975,True,False
FRI,PUI,7775,11730,1372,0.1765,7.068,2.821,0.0009,1151,0.0015,1336,0.0039,1805,1,1956,1951,False,True
FRI,VEI,7775,3704,805,0.1035,13.133,3.715,0.0,1151,0.0015,1336,0.0017,1805,0,1956,1912,False,True
IEG,PE,7575,6623,442,0.0583,4.139,2.049,0.0011,4612,0.0015,4758,0.0023,5126,5,1966,1975,True,False
LRV,ABCH,48259,11584,8163,0.1691,6.861,2.778,0.0008,11043,0.0015,12895,0.0087,18338,9,1889,1896,True,False
LRV,ACC,48259,32576,1234,0.0256,0.369,-1.439,0.0004,11043,0.0015,12895,0.0044,18338,4,1889,1962,True,True
MW,ABCH,194084,11584,10711,0.0552,2.238,1.162,0.0008,61214,0.0015,93230,0.0048,135524,49,1899,1896,False,False
MW,LAN,194084,4726,4392,0.0226,2.25,1.17,0.001,61214,0.0015,93230,0.0025,135524,64,1899,1884,False,False
PW,GST,151349,6761,4465,0.0295,2.05,1.036,0.0008,29633,0.0015,60099,0.006,98183,23,1879,1856,False,True
ACC,VCP,32576,48636,1494,0.0459,0.443,-1.174,0.0007,23340,0.0014,27163,0.006,30608,16,1962,1873,False,True
BEN,CCS,17036,28751,9605,0.5638,9.214,3.204,0.0,407,0.0014,731,0.091,1966,0,1866,1887,True,True
BEN,SKD,17036,40817,1576,0.0925,1.065,0.091,0.0,407,0.0014,731,0.0025,1966,0,1866,1886,True,True
KRM,LRV,1698,48259,434,0.2556,2.488,1.315,0.0015,660,0.0014,700,0.002,1007,1,1965,1889,False,True
KRM,STC,1698,23986,364,0.2144,4.199,2.07,0.0,660,0.0014,700,0.003,1007,0,1965,1932,False,True
MW,WIL,194084,43939,36548,0.1883,2.014,1.01,0.0,61214,0.0014,93230,0.0268,135524,3,1899,1832,False,True
PD,VCP,104959,48636,2278,0.0217,0.21,-2.254,0.0009,95979,0.0014,97444,0.0027,100551,82,1976,1873,False,False
PUI,MCI,11730,2325,793,0.0676,13.662,3.772,0.0008,5324,0.0014,5714,0.0031,6812,4,1951,1993,True,True
PWG,PUI,106083,11730,5090,0.048,1.922,0.943,0.0008,7136,0.0014,27672,0.0145,55798,6,1855,1951,True,True
SCH,FRI,28455,7775,1596,0.0561,3.389,1.761,0.0011,9208,0.0014,11872,0.0022,19371,10,1928,1956,True,True
SKD,ABCH,40817,11584,2064,0.0506,2.051,1.036,0.0008,26383,0.0014,31649,0.0047,34309,20,1886,1896,True,False
AP,SHS,88667,46730,16314,0.184,1.85,0.887,0.0002,45732,0.0013,53567,0.0131,61655,8,1957,1900,False,True
BUR,CCS,19146,28751,6853,0.3579,5.849,2.548,0.0007,4550,0.0013,4718,0.0031,5153,3,1866,1887,True,True
BUR,GRA,19146,11108,2639,0.1378,5.83,2.544,0.0002,4550,0.0013,4718,0.0031,5153,1,1866,1873,True,True
CAE,BOP,38484,8505,5799,0.1507,8.324,3.057,0.0011,1894,0.0013,3803,0.003,11180,2,1891,1847,False,True
CAE,GST,38484,6761,1534,0.0399,2.77,1.47,0.0005,1894,0.0013,3803,0.0029,11180,1,1891,1856,False,True
CAE,VEI,38484,3704,2138,0.0556,7.047,2.817,0.0,1894,0.0013,3803,0.0055,11180,0,1891,1912,True,True
GRA,LRV,11108,48259,2972,0.2676,2.605,1.381,0.0,1212,0.0013,1569,0.003,3668,0,1873,1889,True,True
GRA,PE,11108,6623,798,0.0718,5.096,2.349,0.0,1212,0.0013,1569,0.0019,3668,0,1873,1975,True,False
MW,BOP,194084,8505,7995,0.0412,2.276,1.186,0.0008,61214,0.0013,93230,0.0022,135524,48,1899,1847,False,True
PW,IEG,151349,7575,2566,0.017,1.052,0.073,0.0003,29633,0.0013,60099,0.0037,98183,8,1879,1966,True,False
PWG,INM,106083,9454,5562,0.0524,2.606,1.382,0.0008,7136,0.0013,27672,0.0175,55798,6,1855,1904,True,True
SCH,SKD,28455,40817,983,0.0345,0.398,-1.33,0.0003,9208,0.0013,11872,0.0039,19371,3,1928,1886,False,True
SKD,SHS,40817,46730,5236,0.1283,1.29,0.367,0.0003,26383,0.0013,31649,0.0194,34309,9,1886,1900,True,True
VCP,ARMH,48636,6673,5202,0.107,7.531,2.913,0.0003,5955,0.0013,7491,0.0023,15836,2,1873,1861,False,False
VCP,CCS,48636,28751,11944,0.2456,4.013,2.005,0.0012,5955,0.0013,7491,0.002,15836,7,1873,1887,True,True
BHS,CAE,17777,38484,2433,0.1369,1.671,0.741,0.0006,10915,0.0012,11581,0.0034,13701,7,1953,1891,False,True
CCS,SCH,28751,28455,4048,0.1408,2.325,1.217,0.0016,640,0.0012,1648,0.0166,6086,1,1887,1928,True,True
LRV,BUR,48259,19146,9543,0.1977,4.853,2.279,0.0002,11043,0.0012,12895,0.0026,18338,2,1889,1866,False,True
MW,AP90,194084,34277,17175,0.0885,1.213,0.279,0.0,61214,0.0012,93230,0.014,135524,1,1899,1890,False,True
MW,BUR,194084,19146,13918,0.0717,1.76,0.815,0.0005,61214,0.0012,93230,0.0027,135524,32,1899,1866,False,True
MW,PWKVN,194084,14995,9757,0.0503,1.575,0.656,0.0,61214,0.0012,93230,0.0356,135524,0,1899,n/a,True,False
MW72,PE,51159,6623,2115,0.0413,2.933,1.552,0.0007,5555,0.0012,8434,0.002,18251,4,1872,1975,True,False
PW,VEI,151349,3704,3017,0.0199,2.529,1.338,0.0003,29633,0.0012,60099,0.0056,98183,10,1879,1912,True,True
SCH,CAE,28455,38484,4898,0.1721,2.102,1.071,0.0003,9208,0.0012,11872,0.0147,19371,3,1928,1891,False,True
SHS,CCS,46730,28751,12138,0.2597,4.245,2.086,0.0032,1554,0.0012,4282,0.0016,10895,5,1900,1887,False,True
STC,BOP,23986,8505,4767,0.1987,10.979,3.457,0.0009,2221,0.0012,4088,0.0015,7858,2,1932,1847,False,True
STC,PUI,23986,11730,2535,0.1057,4.233,2.082,0.0005,2221,0.0012,4088,0.0064,7858,1,1932,1951,True,True
ACC,SCH,32576,28455,865,0.0266,0.438,-1.19,0.0006,23340,0.0011,27163,0.015,30608,15,1962,1928,False,True
BHS,INM,17777,9454,962,0.0541,2.689,1.427,0.0005,10915,0.0011,11581,0.0028,13701,5,1953,1904,False,True
BHS,PE,17777,6623,822,0.0462,3.28,1.714,0.0006,10915,0.0011,11581,0.0026,13701,7,1953,1975,True,False
BHS,PWKVN,17777,14995,1605,0.0903,2.829,1.5,0.0,10915,0.0011,11581,0.0531,13701,0,1953,n/a,True,False
BUR,AP90,19146,34277,5615,0.2933,4.02,2.007,0.0,4550,0.0011,4718,0.0035,5153,0,1866,1890,True,True
BUR,BHS,19146,17777,1569,0.0819,2.166,1.115,0.0011,4550,0.0011,4718,0.0035,5153,5,1866,1953,True,True
BUR,FRI,19146,7775,3113,0.1626,9.825,3.297,0.0011,4550,0.0011,4718,0.0023,5153,5,1866,1956,True,True
CAE,PUI,38484,11730,3302,0.0858,3.437,1.781,0.0005,1894,0.0011,3803,0.0031,11180,1,1891,1951,True,True
IEG,INM,7575,9454,534,0.0705,3.503,1.809,0.0004,4612,0.0011,4758,0.0014,5126,2,1966,1904,False,False
MD,BOP,20103,8505,4726,0.2351,12.987,3.699,0.0012,843,0.0011,1784,0.0023,4325,1,1893,1847,False,True
MD,KRM,20103,1698,416,0.0207,5.726,2.518,0.0,843,0.0011,1784,0.0009,4325,0,1893,1965,True,True
MD,SHS,20103,46730,9280,0.4616,4.641,2.215,0.0,843,0.0011,1784,0.0074,4325,0,1893,1900,True,True
MD,VEI,20103,3704,1581,0.0786,9.976,3.318,0.0012,843,0.0011,1784,0.0023,4325,1,1893,1912,True,True
MD,WIL,20103,43939,8799,0.4377,4.68,2.227,0.0012,843,0.0011,1784,0.0051,4325,1,1893,1832,False,True
MD,YAT,20103,44720,9074,0.4514,4.742,2.246,0.0,843,0.0011,1784,0.0053,4325,0,1893,1846,False,True
MW72,INM,51159,9454,2698,0.0527,2.621,1.39,0.0007,5555,0.0011,8434,0.0058,18251,4,1872,1904,True,True
PD,CAE,104959,38484,1636,0.0156,0.19,-2.394,0.0006,95979,0.0011,97444,0.0026,100551,60,1976,1891,False,False
PD,LRV,104959,48259,1826,0.0174,0.169,-2.562,0.0006,95979,0.0011,97444,0.0029,100551,57,1976,1889,False,False
PD,MD,104959,20103,1749,0.0167,0.389,-1.36,0.0004,95979,0.0011,97444,0.0037,100551,37,1976,1893,False,False
PE,ABCH,6623,11584,1397,0.2109,8.555,3.097,0.0,1621,0.0011,1878,0.0019,2664,0,1975,1896,False,False
PE,ACPH,6623,1453,174,0.0263,8.495,3.087,0.0006,1621,0.0011,1878,0.0011,2664,1,1975,1896,False,False
PE,AP90,6623,34277,855,0.1291,1.77,0.823,0.0,1621,0.0011,1878,0.0019,2664,0,1975,1890,False,False
PE,BOP,6623,8505,1092,0.1649,9.109,3.187,0.0012,1621,0.0011,1878,0.0015,2664,2,1975,1847,False,False
PE,BUR,6623,19146,1381,0.2085,5.117,2.355,0.0006,1621,0.0011,1878,0.0015,2664,1,1975,1866,False,False
PE,FRI,6623,7775,934,0.141,8.522,3.091,0.0,1621,0.0011,1878,0.0015,2664,0,1975,1956,False,False
PE,GRA,6623,11108,798,0.1205,5.096,2.349,0.0,1621,0.0011,1878,0.0026,2664,0,1975,1873,False,False
PE,VEI,6623,3704,633,0.0956,12.124,3.6,0.0006,1621,0.0011,1878,0.0019,2664,1,1975,1912,False,False
SKD,YAT,40817,44720,4931,0.1208,1.269,0.344,0.0005,26383,0.0011,31649,0.0141,34309,14,1886,1846,False,True
YAT,GST,44720,6761,1856,0.0415,2.884,1.528,0.0,2085,0.0011,4420,0.0034,10319,0,1846,1856,True,True
AP,BHS,88667,17777,1971,0.0222,0.588,-0.767,0.0004,45732,0.001,53567,0.0029,61655,18,1957,1953,False,True
BHS,ACC,17777,32576,402,0.0226,0.326,-1.616,0.0005,10915,0.001,11581,0.0028,13701,5,1953,1962,True,True
INM,FRI,9454,7775,1218,0.1288,7.785,2.961,0.0,2564,0.001,2934,0.0023,4268,0,1904,1956,True,True
INM,GRA,9454,11108,918,0.0971,4.107,2.038,0.0004,2564,0.001,2934,0.0019,4268,1,1904,1873,False,True
INM,LAN,9454,4726,867,0.0917,9.117,3.189,0.0,2564,0.001,2934,0.0014,4268,0,1904,1884,False,False
INM,MD,9454,20103,2046,0.2164,5.058,2.339,0.0,2564,0.001,2934,0.0042,4268,0,1904,1893,False,True
MW,VEI,194084,3704,3168,0.0163,2.071,1.05,0.0004,61214,0.001,93230,0.0042,135524,26,1899,1912,True,True
PW,ABCH,151349,11584,9462,0.0625,2.536,1.342,0.0002,29633,0.001,60099,0.0043,98183,7,1879,1896,True,False
PW,YAT,151349,44720,29998,0.1982,2.082,1.058,0.0001,29633,0.001,60099,0.0052,98183,2,1879,1846,False,True
PWG,VEI,106083,3704,2949,0.0278,3.526,1.818,0.0006,7136,0.001,27672,0.0086,55798,4,1855,1912,True,True
PWKVN,AP,14995,88667,2581,0.1721,0.912,-0.133,0.0,463,0.001,2971,0.0226,9703,0,n/a,1957,True,False
SCH,YAT,28455,44720,5251,0.1845,1.939,0.955,0.0007,9208,0.001,11872,0.0039,19371,6,1928,1846,False,True
STC,CCS,23986,28751,10356,0.4318,7.056,2.819,0.0005,2221,0.001,4088,0.0174,7858,1,1932,1887,False,True
STC,VEI,23986,3704,1374,0.0573,7.266,2.861,0.0005,2221,0.001,4088,0.0019,7858,1,1932,1912,False,True
BHS,AP90,17777,34277,1281,0.0721,0.988,-0.018,0.0,10915,0.0009,11581,0.0023,13701,0,1953,1890,False,True
BHS,CCS,17777,28751,2163,0.1217,1.988,0.992,0.0004,10915,0.0009,11581,0.0022,13701,4,1953,1887,False,True
LRV,ARMH,48259,6673,5027,0.1042,7.334,2.875,0.0,11043,0.0009,12895,0.0039,18338,0,1889,1861,False,False
LRV,BEN,48259,17036,10470,0.217,5.983,2.581,0.0003,11043,0.0009,12895,0.0049,18338,3,1889,1866,False,True
LRV,WIL,48259,43939,20779,0.4306,4.604,2.203,0.0001,11043,0.0009,12895,0.0339,18338,1,1889,1832,False,True
PUI,CCS,11730,28751,2923,0.2492,4.072,2.026,0.0009,5324,0.0009,5714,0.0023,6812,5,1951,1887,False,True
PUI,STC,11730,23986,2535,0.2161,4.233,2.082,0.0002,5324,0.0009,5714,0.0073,6812,1,1951,1932,False,True
PW,PE,151349,6623,4199,0.0277,1.968,0.977,0.0001,29633,0.0009,60099,0.0065,98183,4,1879,1975,True,False
SCH,PE,28455,6623,848,0.0298,2.114,1.08,0.0009,9208,0.0009,11872,0.0015,19371,8,1928,1975,True,False
SHS,ABCH,46730,11584,8895,0.1903,7.72,2.949,0.0,1554,0.0009,4282,0.0068,10895,0,1900,1896,False,False
SHS,BEN,46730,17036,10574,0.2263,6.241,2.642,0.0,1554,0.0009,4282,0.0078,10895,0,1900,1866,False,True
SHS,PUI,46730,11730,3149,0.0674,2.699,1.433,0.0019,1554,0.0009,4282,0.0028,10895,3,1900,1951,True,True
SKD,ARMH,40817,6673,1253,0.0307,2.161,1.112,0.0005,26383,0.0009,31649,0.002,34309,14,1886,1861,False,False
SKD,MW72,40817,51159,2854,0.0699,0.642,-0.639,0.0003,26383,0.0009,31649,0.0034,34309,8,1886,1872,False,True
VCP,STC,48636,23986,9508,0.1955,3.829,1.937,0.0002,5955,0.0009,7491,0.0036,15836,1,1873,1932,True,True
YAT,CCS,44720,28751,11728,0.2623,4.286,2.1,0.0005,2085,0.0009,4420,0.0013,10319,1,1846,1887,True,True
ACC,AP,32576,88667,717,0.022,0.117,-3.1,0.0002,23340,0.0008,27163,0.0027,30608,5,1962,1957,False,True
AP,MD,88667,20103,8269,0.0933,2.18,1.124,0.0001,45732,0.0008,53567,0.0052,61655,6,1957,1893,False,True
AP90,PD,34277,104959,1418,0.0414,0.185,-2.433,0.0001,11434,0.0008,16351,0.0053,18547,1,1890,1976,True,False
AP90,PUI,34277,11730,1340,0.0391,1.566,0.647,0.0002,11434,0.0008,16351,0.0012,18547,2,1890,1951,True,True
BHS,YAT,17777,44720,2496,0.1404,1.475,0.561,0.0005,10915,0.0008,11581,0.0015,13701,6,1953,1846,False,True
BUR,PUI,19146,11730,2017,0.1053,4.22,2.077,0.0002,4550,0.0008,4718,0.0017,5153,1,1866,1951,True,True
BUR,SCH,19146,28455,2921,0.1526,2.519,1.333,0.0004,4550,0.0008,4718,0.0017,5153,2,1866,1928,True,True
GST,ABCH,6761,11584,556,0.0822,3.335,1.738,0.0014,740,0.0008,1196,0.0032,2211,1,1856,1896,True,False
GST,CCS,6761,28751,1071,0.1584,2.589,1.372,0.0014,740,0.0008,1196,0.0032,2211,1,1856,1887,True,True
GST,FRI,6761,7775,378,0.0559,3.379,1.756,0.0,740,0.0008,1196,0.0023,2211,0,1856,1956,True,True
GST,INM,6761,9454,180,0.0266,1.323,0.404,0.0,740,0.0008,1196,0.0005,2211,0,1856,1904,True,True
GST,LAN,6761,4726,263,0.0389,3.867,1.951,0.0014,740,0.0008,1196,0.0018,2211,1,1856,1884,True,False
GST,MCI,6761,2325,42,0.0062,1.255,0.328,0.0,740,0.0008,1196,0.0014,2211,0,1856,1993,True,True
GST,PUI,6761,11730,198,0.0293,1.173,0.23,0.0,740,0.0008,1196,0.0014,2211,0,1856,1951,True,True
GST,PWKVN,6761,14995,777,0.1149,3.601,1.848,0.0,740,0.0008,1196,0.0122,2211,0,1856,n/a,True,False
LRV,MD,48259,20103,9518,0.1972,4.61,2.205,0.0,11043,0.0008,12895,0.0061,18338,0,1889,1893,True,True
MW,ARMH,194084,6673,6196,0.0319,2.248,1.169,0.0006,61214,0.0008,93230,0.002,135524,36,1899,1861,False,False
MW72,ACC,51159,32576,944,0.0185,0.266,-1.91,0.0005,5555,0.0008,8434,0.0065,18251,3,1872,1962,True,True
PD,ACC,104959,32576,212,0.002,0.029,-5.101,0.0005,95979,0.0008,97444,0.0014,100551,52,1976,1962,False,False
PD,PUI,104959,11730,291,0.0028,0.111,-3.171,0.0008,95979,0.0008,97444,0.001,100551,73,1976,1951,False,False
PW,FRI,151349,7775,5551,0.0367,2.216,1.148,0.0002,29633,0.0008,60099,0.0033,98183,7,1879,1956,True,True
SCH,AP90,28455,34277,2737,0.0962,1.318,0.399,0.0001,9208,0.0008,11872,0.0023,19371,1,1928,1890,False,True
VCP,BEN,48636,17036,9330,0.1918,5.291,2.403,0.0005,5955,0.0008,7491,0.0033,15836,3,1873,1866,False,True
VCP,MCI,48636,2325,1048,0.0215,4.354,2.122,0.0005,5955,0.0008,7491,0.0011,15836,3,1873,1993,True,True
WIL,ABCH,43939,11584,8897,0.2025,8.213,3.038,0.0,995,0.0008,3650,0.0076,9924,0,1832,1896,True,False
WIL,BEN,43939,17036,9879,0.2248,6.201,2.632,0.001,995,0.0008,3650,0.0076,9924,1,1832,1866,True,True
WIL,BHS,43939,17777,2529,0.0576,1.521,0.605,0.0,995,0.0008,3650,0.0027,9924,0,1832,1953,True,True
WIL,CCS,43939,28751,11461,0.2608,4.263,2.092,0.0,995,0.0008,3650,0.0007,9924,0,1832,1887,True,True
ACC,LRV,32576,48259,1234,0.0379,0.369,-1.439,0.0002,23340,0.0007,27163,0.0026,30608,4,1962,1889,False,True
ACC,PE,32576,6623,649,0.0199,1.413,0.499,0.0003,23340,0.0007,27163,0.0018,30608,8,1962,1975,True,False
AP,BOP,88667,8505,5036,0.0568,3.138,1.65,0.0001,45732,0.0007,53567,0.0018,61655,6,1957,1847,False,True
AP,FRI,88667,7775,3773,0.0426,2.571,1.363,0.0002,45732,0.0007,53567,0.0024,61655,7,1957,1956,False,True
AP,GST,88667,6761,2737,0.0309,2.145,1.101,0.0001,45732,0.0007,53567,0.0042,61655,5,1957,1856,False,True
AP90,BHS,34277,17777,1281,0.0374,0.988,-0.018,0.0,11434,0.0007,16351,0.0017,18547,0,1890,1953,True,True
FRI,ABCH,7775,11584,2536,0.3262,13.23,3.726,0.0,1151,0.0007,1336,0.0017,1805,0,1956,1896,False,False
FRI,BOP,7775,8505,3112,0.4003,22.112,4.467,0.0009,1151,0.0007,1336,0.0039,1805,1,1956,1847,False,True
FRI,GST,7775,6761,378,0.0486,3.379,1.756,0.0,1151,0.0007,1336,0.0028,1805,0,1956,1856,False,True
FRI,LAN,7775,4726,2283,0.2936,29.192,4.868,0.0009,1151,0.0007,1336,0.0044,1805,1,1956,1884,False,False
FRI,MCI,7775,2325,327,0.0421,8.499,3.087,0.0,1151,0.0007,1336,0.0006,1805,0,1956,1993,True,True
FRI,SHS,7775,46730,4087,0.5257,5.285,2.402,0.0009,1151,0.0007,1336,0.0055,1805,1,1956,1900,False,True
INM,ABCH,9454,11584,1768,0.187,7.585,2.923,0.0,2564,0.0007,2934,0.0021,4268,0,1904,1896,False,False
INM,BEN,9454,17036,2021,0.2138,5.896,2.56,0.0004,2564,0.0007,2934,0.0028,4268,1,1904,1866,False,True
INM,BOP,9454,8505,1484,0.157,8.672,3.116,0.0,2564,0.0007,2934,0.0019,4268,0,1904,1847,False,True
INM,YAT,9454,44720,2876,0.3042,3.196,1.676,0.0004,2564,0.0007,2934,0.0042,4268,1,1904,1846,False,True
