typo_form,nearest_real,n_real_neighbours,df_typo,n_dicts,dicts,n_dicts_with_both
sTAlaka,sTAnaka,4,5,5,BHS IEG MW PW PWG,4
sTiraDI,sTitaDI,1,5,5,AP LRV MW PW SHS,4
snigDA,snigDa,1,5,5,AP AP90 LRV MW SKD,4
spariSa,sparSa,1,5,5,BHS MW MW72 PW PWG,4
spfha,spfhA,5,5,5,KRM SKD VCP WIL YAT,4
smArya,smArta,2,5,5,MW MW72 PW PWG SCH,4
sraja,vraja,8,5,5,INM MW PE PW PWG,4
srasti,svasti,3,5,5,MW MW72 PW PWG SCH,4
svakaraRa,svIkaraRa,1,5,5,MD MW PW PWG SCH,4
svakAla,svakula,2,5,5,CAE CCS MW PW PWG,4
svaDarman,saDarman,2,5,5,CAE GRA MW PW PWG,4
svapAka,SvapAka,1,5,5,CAE GRA MW PW PWG,4
svaBUti,svaBUmi,1,5,5,CAE GRA MW PW PWG,4
svayata,svagata,1,5,5,CAE GRA MW PW PWG,4
svarA,svar,11,5,5,AP MW PUI SKD VCP,4
svargagati,svargapati,1,5,5,CAE CCS MW PW PWG,4
svarci,svaruci,1,5,5,CAE GRA MW PW PWG,4
svalakzaRa,salakzaRa,1,5,5,ABCH MD MW PW PWG,4
svavat,sravat,1,5,5,AP CAE MD MW PW,4
svavas,svatas,2,5,5,CCS GRA MW PW PWG,4
svAtta,svAnta,1,5,5,CAE MD MW PW PWG,4
svApna,svapna,4,5,5,AP MW PW PWG STC,4
svAlakzaRa,svAlakzaRya,1,5,5,AP MW PW PWG STC,4
halinI,halin,6,5,5,AP AP90 LRV MW SKD,4
hastikakza,hastikakzya,1,5,5,MW PW PWG PWKVN SCH,4
hahava,hahala,1,5,5,BHS BUR MW PW PWG,4
hAntra,Antra,3,5,5,BEN MW MW72 PW PWG,4
hArItaka,hAritaka,2,5,5,BEN MW MW72 PW PWG,4
hAvu,hAva,4,5,5,AP MW PW PWG STC,4
hiMsrA,hiMsra,2,5,5,AP AP90 LRV MW SKD,4
hina,hIna,12,5,5,GRA MD MW PW PWG,4
himaka,hemaka,2,5,5,MW MW72 PW PWG VCP,4
heqana,helana,2,5,5,CAE GRA MW PW PWG,4
hOqa,cOqa,7,5,5,MW PW PWG SKD VCP,4
hOtraka,hotraka,1,5,5,ACC MW MW72 PW PWG,4
hvAtavya,hAtavya,1,5,5,AP CAE MW PW PWG,4
akarAla,karAla,1,5,5,PD PW PWKVN SCH STC,3
akarRIya,akarRya,1,5,5,MW PD PW PWKVN SCH,3
akIrtanIya,kIrtanIya,1,5,5,MD PD PW PWKVN SCH,3
akutra,kutra,3,5,5,GRA GST MW MW72 PD,3
akftalakzaRa,kftalakzaRa,1,5,5,MD PD PW PWKVN SCH,3
akOsIdya,kOsIdya,1,5,5,BHS PD PW PWKVN SCH,3
akti,akzi,16,5,5,MW PD PW PWKVN SCH,3
akrAntA,akrAnta,1,5,5,AP MW PD SKD VCP,3
akzatA,akzata,4,5,5,IEG LRV MW PD SKD,3
akzaDarma,akzaDara,1,5,5,MW PD PW PWKVN SCH,3
akzavApa,akzavAwa,2,5,5,MW PD PW PWKVN SCH,3
akzit,akzi,6,5,5,MW PD PW PWKVN SCH,3
agantavya,gantavya,2,5,5,GST PD PW SHS WIL,3
aguRatA,guRatA,1,5,5,GST MW PD SHS WIL,3
agnituRqa,agnikuRqa,1,5,5,MW PD PW PWKVN SCH,3
agredaDizu,agrediDizu,1,5,5,MW PD PW PWKVN SCH,3
aGamaya,asamaya,1,5,5,GST PD SHS WIL YAT,3
aGAtuka,GAtuka,1,5,5,MW PD PW PWKVN SCH,3
aNkamuKa,kaNkamuKa,1,5,5,GST MW PD PW PWG,3
aNkuray,aNkura,1,5,5,CCS PW PWG PWKVN SCH,3
acaraRa,caraRa,5,5,5,MW PD PW PWKVN SCH,3
acAkrika,cAkrika,1,5,5,MW PD PW PWKVN SCH,3
acAturmAsya,cAturmAsya,1,5,5,PD PW PWKVN SCH STC,3
acCAya,sacCAya,1,5,5,MW MW72 PD PW PWG,3
acCetya,acCedya,1,5,5,MW PD PW PWKVN SCH,3
ajayapAla,jayapAla,1,5,5,ACC MW PD PW PWG,3
ajasram,ajasra,1,5,5,AP BOP BUR MW PD,3
ajyezWavftti,jyezWavftti,1,5,5,CCS GST MW PD PW,3
aYjaspA,aYjasA,1,5,5,GRA MW PD PW PWG,3
awaka,azwaka,17,5,5,GST MW MW72 PD PWG,3
aRvanta,aSvanta,2,5,5,GST MW PD PW PWG,3
atandrI,atandra,2,5,5,MW PD PW PWKVN SCH,3
atiKara,atipara,3,5,5,MW PD PW PWG STC,3
atiKAdin,ativAdin,1,5,5,PD PW PWKVN SCH STC,3
atinidrA,atinidra,1,5,5,AP AP90 MW PD PW,3
atiBara,atiBAra,4,5,5,PD PW PWKVN SCH STC,3
atimAMsa,aDimAMsa,1,5,5,AP AP90 PD PW PWG,3
atiyama,aniyama,2,5,5,INM PD PE PW PWG,3
atiroka,atireka,2,5,5,MW PD PW PWKVN SCH,3
ativara,atipara,4,5,5,MW PD PW PWKVN SCH,3
atyASita,atyAhita,1,5,5,MW PD PW PWKVN SCH,3
adattA,adatta,2,5,5,AP LRV MW SKD VCP,3
adantaka,dantaka,2,5,5,GST MW PD PW PWG,3
adayAlu,dayAlu,1,5,5,MW MW72 PD SCH YAT,3
adara,amara,23,5,5,GST MW MW72 PD SCH,3
adIrGasUtra,dIrGasUtra,1,5,5,AP GST MW PD PW,3
adyaSvInA,adyaSvIna,1,5,5,AP LRV MW SKD VCP,3
aDikAma,aDikAra,2,5,5,AP AP90 LRV PD VCP,3
aDikziti,aDikzit,1,5,5,MW PD PW PWKVN SCH,3
aDiyANga,aDikANga,1,5,5,ACSJ AP GST MW72 PD,3
aDivAsitA,aDivAsita,1,5,5,GST MW SHS WIL YAT,3
aDIram,aDIra,1,5,5,MD PD PW PWKVN SCH,3
aDyavasiti,aDyavasita,1,5,5,MW MW72 PD PW PWG,3
aDyasTa,maDyasTa,3,5,5,BUR MW PD PW PWG,3
aDva,aSva,9,5,5,GST MW PD PW PWG,3
aDvagA,aDvaga,2,5,5,AP LRV MW PD SKD,3
anadya,avadya,6,5,5,GST MW72 PD PWG VCP,3
anamasya,namasya,1,5,5,GST MW72 PD SHS WIL,3
anaraka,naraka,3,5,5,MCI PD PW PWG SCH,3
anaritra,anamitra,1,5,5,PD PW PWKVN SCH STC,3
anavekzam,anavekza,1,5,5,LRV MW PD PW PWG,3
anaveta,anapeta,1,5,5,MW PD PW PWKVN SCH,3
anAdAna,apAdAna,2,5,5,BHS PD PW PWKVN SCH,3
anAdita,anAdfta,3,5,5,PD PW PWKVN SCH STC,3
anABAsa,anAyAsa,1,5,5,BHS PD PW PWKVN SCH,3
anAyAta,anAyAsa,2,5,5,MD PD PW PWKVN SCH,3
anAyus,danAyus,1,5,5,GST MW PD PW PWG,3
anAhita,anAhata,5,5,5,MW PD PW PWKVN SCH,3
anicita,anucita,4,5,5,PD PW PWKVN SCH STC,3
anirvAcya,nirvAcya,1,5,5,GST MD MW PD PW,3
anukAmam,anukAma,2,5,5,AP MW PD SHS WIL,3
anuccita,anucita,1,5,5,PD PW PWKVN SCH STC,3
anujYAna,anujYAta,1,5,5,GST MW PD PW PWG,3
anutApaka,anutApana,2,5,5,MW PD PW PWKVN SCH,3
anudvAra,anudAra,3,5,5,MW PD PW PWKVN SCH,3
anuparvata,anuparata,1,5,5,MW PD PW PWKVN SCH,3
anupahita,anupahata,1,5,5,CAE CCS MW PD PW,3
anupAlya,anupAKya,1,5,5,MW PD PW PWG STC,3
anubanDaka,anubanDana,1,5,5,AP BOP MW MW72 PD,3
anuroha,anuroDa,1,5,5,MW PD PW PWKVN SCH,3
anuzakti,anurakti,2,5,5,MW PD PW PWKVN SCH,3
anuzWyA,anuzWA,1,5,5,CAE MD MW PW PWG,3
anuzRA,anuzRa,2,5,5,AP INM MW PD PE,3
anUhya,anUdya,3,5,5,MW PD PW PWKVN SCH,3
anoraTa,manoraTa,1,5,5,MD MW PD PW PWG,3
antariti,antarita,1,5,5,MW PD PW PWKVN SCH,3
antareza,antareRa,1,5,5,MW PD PW PWKVN SCH,3
antargeha,antargfha,1,5,5,MW PD PW PWKVN SCH,3
annapatya,anapatya,1,5,5,MW PD PW PWKVN SCH,3
annapUrRa,annapUrRA,1,5,5,AP MW PD PW PWG,3
anyedyuka,anyedyuzka,1,5,5,MW PD PW PWKVN SCH,3
anvAsIna,anvAsana,1,5,5,AP AP90 MW MW72 PD,3
apakara,avakara,7,5,5,BHS GST PD PW PWG,3
apajayya,apajaya,1,5,5,GST MW MW72 PW PWG,3
apatrap,apatrapA,1,5,5,AP AP90 MW MW72 STC,3
apanud,apanuda,1,5,5,AP AP90 MW MW72 STC,3
apamanyu,upamanyu,1,5,5,AP GST LRV MW MW72,3
apayA,apagA,4,5,5,AP AP90 MW MW72 STC,3
aparAjaya,parAjaya,1,5,5,CAE PW PWKVN SCH STC,3
aparipUta,paripUta,1,5,5,CAE PW SHS STC WIL,3
aparyApti,paryApti,2,5,5,CAE PW PWKVN SCH STC,3
aparvata,parvata,1,5,5,MW PW PWKVN SCH STC,3
apavAritam,apavArita,1,5,5,AP CCS MW PW PWG,3
apasarpya,apasarpa,1,5,5,MW PW PWKVN SCH STC,3
apasvara,apasara,2,5,5,MW MW72 PW PWKVN SCH,3
apahArya,apahAra,2,5,5,GST MW PW PWKVN SCH,3
apAn,apAna,3,5,5,AP AP90 MW MW72 STC,3
apAnIya,pAnIya,1,5,5,MW PW PWKVN SCH STC,3
apAvaraRa,apAkaraRa,2,5,5,GST LRV PW PWKVN SCH,3
apIvfta,apAvfta,1,5,5,BUR CAE GRA MW MW72,3
aputrikA,putrikA,1,5,5,AP AP90 GST LRV MW72,3
apelava,pelava,2,5,5,MD PW PWKVN SCH STC,3
apoh,apoha,1,5,5,AP AP90 MW MW72 STC,3
apragIta,apratIta,3,5,5,GST MW72 PW PWKVN SCH,3
aprajAtA,prajAtA,1,5,5,GST LRV MW PW VCP,3
aprattA,apratta,1,5,5,AP LRV MD MW PW,3
aprekzaRIya,prekzaRIya,2,5,5,CAE CCS MD PW STC,3
apva,aSva,10,5,5,AP AP90 MW SCH VCP,3
apsarAy,apsarA,1,5,5,GST PW PWG PWKVN SCH,3
aPenila,Penila,1,5,5,CAE MW PW PWKVN SCH,3
abIjaka,bIjaka,1,5,5,AP AP90 CAE MW PW,3
aBAgaDeya,BAgaDeya,1,5,5,MD MW PW PWKVN SCH,3
aBikram,aBikrama,1,5,5,AP AP90 MW MW72 STC,3
aBijan,aBijana,1,5,5,AP AP90 MW MW72 STC,3
aBijanana,aDijanana,1,5,5,AP AP90 BEN PW PWG,3
aBipAla,avipAla,1,5,5,MW MW72 PW PWG STC,3
aBimantrita,animantrita,1,5,5,GST MW MW72 SHS WIL,3
aBiruc,aBiruci,2,5,5,AP AP90 MW MW72 STC,3
aBiSaMsaka,aBiSaMsana,1,5,5,AP AP90 GST MW MW72,3
aBizic,aBizAc,1,5,5,AP AP90 MW MW72 STC,3
aBizu,aBIzu,2,5,5,AP AP90 MW MW72 STC,3
aBisartf,aBiBartf,1,5,5,AP AP90 GST MW MW72,3
aBisfzwa,aBimfzwa,2,5,5,CAE MW MW72 VCP YAT,3
aBihu,aBiBu,1,5,5,AP AP90 MW MW72 STC,3
aBihvAra,aBihAra,1,5,5,AP AP90 GST MW PW,3
aBIz,aBIzu,2,5,5,AP AP90 MW MW72 STC,3
aBUtapUrva,BUtapUrva,1,5,5,AP GST LRV MW PW,3
aBftrima,akftrima,1,5,5,AP AP90 GST LRV YAT,3
aByAgam,aByAgama,2,5,5,AP AP90 MW MW72 STC,3
aByupagam,aByupagama,1,5,5,AP AP90 MW MW72 STC,3
aByUh,aByUha,1,5,5,AP AP90 MW MW72 STC,3
amajjana,majjana,2,5,5,MD PW PWKVN SCH STC,3
amAtrA,mAtrA,3,5,5,LRV MD PW PWKVN SCH,3
amAtsarya,mAtsarya,1,5,5,MW PW PWKVN SCH STC,3
amiTuna,miTuna,1,5,5,LAN MW PW PWKVN SCH,3
amlAyin,mlAyin,1,5,5,MW PW PWKVN SCH STC,3
ayaTAvftta,yaTAvftta,1,5,5,AP MW PW PWKVN SCH,3
ayASaya,ayAnaya,1,5,5,MW PW PWG PWKVN SCH,3
ayugala,yugala,1,5,5,AP AP90 SHS WIL YAT,3
ayugU,ayuga,1,5,5,CAE MW PW PWG VCP,3
ayUpa,anUpa,4,5,5,MW MW72 PW PWKVN SCH,3
aroma,aroga,6,5,5,MW PW PWKVN SCH STC,3
arcizmatI,arcizmat,1,5,5,AP BHS MW PE PUI,3
arjin,arTin,7,5,5,MW PW PWKVN SCH STC,3
arTagati,arTapati,1,5,5,MW PW PWG PWKVN SCH,3
arzaRI,araRI,2,5,5,AP MW MW72 PW PWG,3
alatikA,latikA,1,5,5,MD MW PW PWKVN SCH,3
alasA,alasa,4,5,5,AP LRV MW PUI SKD,3
aleKya,AleKya,2,5,5,MD PW PWKVN SCH STC,3
alepa,alpa,3,5,5,MW PW PWKVN SCH STC,3
avagamana,aDvagamana,1,5,5,MW PW PWG PWKVN SCH,3
avaGUrR,avaGUrRa,1,5,5,AP AP90 MW MW72 STC,3
avacakzaRa,avicakzaRa,1,5,5,AP AP90 MW72 PWG VCP,3
avaci,avaDi,4,5,5,AP AP90 MW MW72 STC,3
avaji,avaDi,3,5,5,AP AP90 MW MW72 STC,3
avaDf,avaDi,2,5,5,AP AP90 MW MW72 STC,3
avanij,avani,1,5,5,AP AP90 MW MW72 STC,3
avaniruh,avaniruha,1,5,5,LRV MW PW PWKVN SCH,3
avapus,vapus,1,5,5,MW PW PWKVN SCH STC,3
avaBAs,avaBAsa,1,5,5,AP AP90 MW MW72 STC,3
avarA,avara,7,5,5,ACSJ AP LRV MW SKD,3
avazwamB,avazwamBa,1,5,5,AP FRI MW MW72 STC,3
avahA,ajahA,5,5,5,AP AP90 MW MW72 STC,3
avikuRWa,vikuRWa,1,5,5,MW PW PWKVN SCH STC,3
aviklizwa,viklizwa,1,5,5,MW PW PWKVN SCH STC,3
avigama,aDigama,4,5,5,AP AP90 MW72 SHS WIL,3
avicAraRIya,vicAraRIya,1,5,5,AP AP90 MW PW STC,3
avidUzaka,vidUzaka,1,5,5,AP PW PWKVN SCH STC,3
aviDya,avaDya,4,5,5,MW PW PWKVN SCH STC,3
aviBraMSa,viBraMSa,1,5,5,MW PW PWKVN SCH STC,3
avilupta,vilupta,1,5,5,AP MW MW72 PW STC,3
avivarta,vivarta,1,5,5,BHS MW PW PWKVN SCH,3
avIkzin,avekzin,1,5,5,AP MW PW PWKVN SCH,3
avekzaka,avekzaRa,1,5,5,AP AP90 PW PWG VCP,3
avelam,avela,1,5,5,MD MW PW PWG STC,3
avEkfta,vEkfta,2,5,5,MD PW PWKVN SCH STC,3
avyaNgA,avyaNga,1,5,5,AP BUR MW SKD YAT,3
avyAyata,vyAyata,2,5,5,AP AP90 BUR MW72 PW,3
aSanEs,SanEs,1,5,5,MD PW PWKVN SCH STC,3
aSayya,aSakya,2,5,5,MW PW PWKVN SCH STC,3
aSila,anila,7,5,5,MW PW PWKVN SCH STC,3
aSvagati,aSvapati,2,5,5,ABCH AP MW PW PWG,3
asaMskArya,saMskArya,2,5,5,CAE MW PW PWKVN SCH,3
asaMhfta,asaMvfta,3,5,5,PW PWKVN SCH STC VCP,3
asaMkara,saMkara,1,5,5,MD MW PW PWKVN STC,3
asaMgama,saMgama,3,5,5,AP AP90 MW PW STC,3
asaMcaya,asaMSaya,2,5,5,MW PW PWKVN SCH STC,3
asaMjYin,saMjYin,1,5,5,BHS PW PWG PWKVN SCH,3
asaMtApa,saMtApa,1,5,5,MD MW PW PWG SCH,3
asaMDi,saMDi,1,5,5,AP AP90 BHS MW SCH,3
asuboDa,anuboDa,2,5,5,MD PW PWKVN SCH STC,3
asuzira,suzira,1,5,5,AP MW PW PWKVN SCH,3
asUsu,asUyu,1,5,5,MW72 PW PWG PWKVN SCH,3
asomapa,somapa,1,5,5,CAE MW PW PWKVN SCH,3
askandita,Askandita,2,5,5,AP MW MW72 PW STC,3
asKalana,sKalana,1,5,5,CAE PW PWKVN SCH STC,3
asTErya,sTErya,1,5,5,AP AP90 MW MW72 PW,3
asnAna,snAna,2,5,5,MW PW PWKVN SCH STC,3
asnAyin,snAyin,2,5,5,MW PW PWKVN SCH STC,3
asparSanIya,sparSanIya,1,5,5,MW72 SCH SHS STC WIL,3
AkAlikI,AkAlika,1,5,5,ABCH AP LRV MW SKD,3
AkURita,kURita,1,5,5,AP AP90 LRV STC VCP,3
Akrand,Akranda,2,5,5,AP FRI MW MW72 STC,3
Agatya,Agastya,4,5,5,MW MW72 SHS VCP WIL,3
Agarava,Agurava,1,5,5,MW PW PWKVN SCH STC,3
AjIv,AjIva,2,5,5,AP AP90 MW MW72 STC,3
Awikya,ADikya,2,5,5,AP AP90 MW72 PW PWG,3
AqIvin,AjIvin,1,5,5,MD MW PW PWG STC,3
AtizWadgu,tizWadgu,1,5,5,AP MW PW PWKVN SCH,3
Atmagatam,Atmagata,1,5,5,AP BOP LRV MW PWG,3
AtmIBAva,AtmaBAva,1,5,5,BEN MW MW72 PW PWG,3
AnandA,Ananda,3,5,5,AP BHS MW SKD VCP,3
AnandI,Ananda,3,5,5,AP BHS MW SKD VCP,3
AniSam,aniSam,1,5,5,MW PW PWKVN SCH STC,3
AnuSrava,anuSrava,1,5,5,AP MW PW PWG STC,3
AprIta,prIta,2,5,5,CAE MW PWG STC VCP,3
AplAvita,plAvita,1,5,5,MW MW72 SHS WIL YAT,3
Apluzwa,pluzwa,1,5,5,AP CAE MW STC VCP,3
AmantraRA,AmantraRa,1,5,5,AP MW PW PWKVN SCH,3
Amukulita,mukulita,1,5,5,AP MD MW PW STC,3
Ambuda,ambuda,1,5,5,MW PW PWKVN SCH YAT,3
AyasI,Ayasa,1,5,5,ABCH AP LRV MW SKD,3
AyAsana,AyAsaka,1,5,5,MW PW PWG PWKVN SCH,3
Arawi,Arati,2,5,5,CAE MD MW PW PWG,3
ArUpya,rUpya,3,5,5,BHS MW PW PWKVN SCH,3
Arocaka,rocaka,5,5,5,BHS MW PE PW PWG,3
AryakA,Aryaka,1,5,5,AP AP90 BHS IEG PUI,3
AvasAna,avasAna,2,5,5,AP AP90 MW PWG VCP,3
AvegI,Avega,1,5,5,AP MW SKD VCP YAT,3
AzAQA,AzAQa,2,5,5,AP LRV MW SKD VCP,3
AsaMsAra,saMsAra,1,5,5,AP AP90 MW72 PWG STC,3
AstikatA,nAstikatA,1,5,5,AP AP90 SHS WIL YAT,3
AsPal,sPal,1,5,5,AP AP90 MW MW72 STC,3
itAnta,nitAnta,2,5,5,MD MW PW PWKVN SCH,3
idvatsara,udvatsara,2,5,5,ACPH PUI PW PWG YAT,3
ilaya,laya,5,5,5,AP AP90 MW72 PW PWG,3
izIka,izIkA,2,5,5,MW MW72 PW PWG SCH,3
Ikzati,kzati,1,5,5,LRV PW PWKVN SCH VCP,3
ISatva,ISitva,1,5,5,MW PW PWG PWKVN SCH,3
uqqamara,uqqAmara,1,5,5,CAE CCS MW PW SCH,3
uttaMsay,uttaMsa,1,5,5,CAE CCS PW PWKVN SCH,3
uttarANga,uttamANga,2,5,5,MW PW PWG PWKVN SCH,3
utpAtika,OtpAtika,2,5,5,AP MW PW PWKVN SCH,3
utsad,utsa,1,5,5,AP AP90 MW MW72 STC,3
utsah,utsa,1,5,5,AP AP90 MW MW72 STC,3
utsf,utsa,1,5,5,AP AP90 MW MW72 STC,3
udagAha,udavAha,1,5,5,MW PW PWG PWKVN SCH,3
udAyin,dAyin,5,5,5,BHS MW PW PWKVN SCH,3
udgam,udgama,1,5,5,AP AP90 MW MW72 STC,3
udDuzaRa,udDUzaRa,1,5,5,ARMH MW MW72 PW PWG,3
udvarga,udvarta,1,5,5,FRI MW PW PWG STC,3
udvAzpa,udvApa,2,5,5,AP BOP MW MW72 PWG,3
udvAhanI,udvAhana,1,5,5,AP LRV MW SKD VCP,3
udvepin,udvegin,1,5,5,MW PW PWKVN SCH STC,3
undaru,unduru,1,5,5,BEN MW MW72 PW PWG,3
upakram,upakrama,1,5,5,AP AP90 MW MW72 STC,3
upakramya,upakrama,1,5,5,AP AP90 MW PW PWG,3
upatapana,upatApana,1,5,5,AP AP90 MW SCH STC,3
upatya,apatya,2,5,5,AP AP90 LAN MW72 PWG,3
upadeSanA,upadeSana,1,5,5,AP BEN MW PW PWG,3
upanAyin,upaSAyin,4,5,5,MW PW PWKVN SCH STC,3
upaniDA,upaniDi,1,5,5,AP AP90 MW MW72 STC,3
upapurI,upapura,1,5,5,AP MW PW PWG STC,3
upavalha,upavarha,1,5,5,MW MW72 PW PWG VCP,3
upavasaTya,upavasaTa,1,5,5,AP AP90 MW PW PWG,3
upavedi,upaveda,1,5,5,MW PW PWKVN SCH STC,3
upaSam,upaSama,1,5,5,AP AP90 MW MW72 STC,3
uruzy,uruzyA,1,5,5,CAE CCS GRA PW PWG,3
uruzya,puruzya,2,5,5,LAN MD MW MW72 VCP,3
urUcI,purUcI,1,5,5,MW MW72 PW PWG VCP,3
ullApana,ullAsana,1,5,5,BHS MW PW PWG VCP,3
UQA,UQa,3,5,5,ABCH AP LRV MW SKD,3
UDar,UDas,2,5,5,CAE GRA MD PW PWG,3
UrjA,Urj,4,5,5,AP LRV MW PUI VCP,3
fSyaSfNga,fzyaSfNga,1,5,5,CAE CCS INM MW PW,3
fzaBI,fzaBa,1,5,5,AP LRV MW SKD VCP,3
ekajawa,ekanawa,1,5,5,INM MW PE PW PWG,3
ekapadam,ekapada,1,5,5,AP MW PW PWKVN SCH,3
ekAdeSa,ekAdaSa,2,5,5,LRV MW PW PWG VCP,3
eWa,eka,14,5,5,KRM SHS SKD VCP WIL,3
oRqra,oqra,1,5,5,ABCH CAE MW PUI PW,3
ozWI,ozWa,2,5,5,AP ARMH MW SKD VCP,3
OpakArika,OpahArika,2,5,5,MW PW PWKVN SCH STC,3
kaNkatI,kaNkata,1,5,5,AP BOP MW SKD YAT,3
kacCA,kacCa,4,5,5,ABCH AP LRV MW SKD,3
kawukA,kawuka,3,5,5,AP LRV SKD SNP VCP,3
kaRAnna,gaRAnna,1,5,5,AP CAE MD MW PW,3
kaRwakI,kaRwaka,1,5,5,AP MW PWG SKD VCP,3
kaRqula,taRqula,4,5,5,CAE MW PW PWKVN SCH,3
kamalAkzI,kamalAkza,1,5,5,AP INM LRV MW PE,3
karakA,karaka,3,5,5,AP LRV MD SKD STC,3
karamBA,karamBa,2,5,5,AP INM MW PE SKD,3
karRakIwA,karRakIwI,1,5,5,ABCH AP MW PW PWG,3
karRaSravas,karRaSrava,1,5,5,INM MW PE PW PWG,3
karRAwI,karRAwa,1,5,5,AP BUR MW SCH SKD,3
karpawaka,karawaka,4,5,5,BHS MW PW PWKVN SCH,3
karmajit,karRajit,1,5,5,MW PE PUI PW PWG,3
karmaRyA,karmaRya,2,5,5,ABCH AP ARMH LRV MW,3
karzi,karhi,7,5,5,BUR MW PW PWKVN SCH,3
kalasI,kalasa,3,5,5,ABCH BHS IEG LRV SKD,3
kaluzay,kaluza,1,5,5,CAE PW PWG PWKVN SCH,3
kalyARinI,kalyARin,1,5,5,AP LRV MW PUI SKD,3
kavIndra,kapIndra,1,5,5,ACC MW PW PWG SCH,3
kANkzitA,kANkzita,1,5,5,AP BEN MW PW PWG,3
kAntA,kAnti,3,5,5,ABCH AP ARMH MW SKD,3
kAmakft,kAlakft,1,5,5,AP INM LRV SCH VCP,3
kArpAsaka,kArpAsika,2,5,5,BHS CAE CCS MW PW,3
kAlakAYja,kAlakaYja,1,5,5,BOP MW PW PWG VEI,3
kAlamAla,kAlamAna,1,5,5,BEN MW PW PWG SNP,3
kikin,kekin,2,5,5,MW MW72 PW PWG VCP,3
kiNkirAla,kiNkirAta,1,5,5,MW MW72 PW PWG VCP,3
kiwika,kowika,4,5,5,BHS MW PW PWG SCH,3
kilikila,kelikila,2,5,5,BHS MW PW PWKVN SCH,3
kumudA,kumuda,2,5,5,AP MW PUI SKD VCP,3
kulakzayA,kulakzaya,1,5,5,MW PW PWG SKD VCP,3
kulagna,kulaGna,1,5,5,MD MW PW PWKVN SCH,3
kulAlI,kulAla,1,5,5,ABCH AP MW SKD VCP,3
kuSIlavO,kuSIlava,1,5,5,ABCH AP BUR MW SKD,3
kuSruta,suSruta,1,5,5,MD MW MW72 PW PWG,3
kusma,kusuma,1,5,5,KRM SHS SKD VCP WIL,3
kUzmARqI,kUzmARqa,1,5,5,AP MW SCH SKD VCP,3
kftI,kfta,7,5,5,ARMH KRM MW PUI SKD,3
kfmijA,kfmija,1,5,5,ABCH AP LRV MW SKD,3
kfSaka,kftaka,6,5,5,INM MW PE PW PWG,3
kfSikA,kOSikA,2,5,5,MW MW72 PWG SKD VCP,3
kfzRakarRa,kfzRavarRa,1,5,5,MW PW PWG PWKVN SCH,3
kfzRadeva,kfzRadeha,1,5,5,ACC MW PE PW PWG,3
kfzRAya,kfzRAyas,1,5,5,BEN LAN MD MW MW72,3
keralI,kerala,1,5,5,AP BUR LRV MW SKD,3
kelikala,kelikila,2,5,5,CAE INM MW PW SCH,3
kevalI,kevala,1,5,5,AP INM MW SKD VCP,3
kEravI,kErava,4,5,5,AP LRV MW SKD VCP,3
kowya,kowwa,2,5,5,MW PW PWKVN SCH STC,3
kopanA,kopana,2,5,5,ABCH AP LRV MW SKD,3
komalA,komala,2,5,5,AP LRV MW PUI SKD,3
kolakuRa,koRakuRa,1,5,5,ABCH MW MW72 PW PWG,3
koSI,koSa,3,5,5,ABCH AP MW SKD VCP,3
kmara,kara,7,5,5,KRM SHS SKD VCP WIL,3
kravyavAhana,kavyavAhana,1,5,5,GRA LAN MW PW PWG,3
krAmaRa,kramaRa,1,5,5,MW PW PWG PWKVN SCH,3
krUrA,krUra,1,5,5,INM LRV MW PE SKD,3
kroqI,kroqa,1,5,5,AP MW PW SKD VCP,3
kliSa,kuliSa,5,5,5,KRM SHS SKD VCP WIL,3
kzamABft,kzmABft,1,5,5,AP MW PW PWKVN SCH,3
kzitiruh,kzitiruha,1,5,5,BEN LRV MW PW PWG,3
kziptA,kzipta,2,5,5,AP BUR LRV MW SKD,3
kzetratara,kzetrakara,1,5,5,CAE CCS MW PW PWG,3
KawakA,Kawaka,2,5,5,BHS MW PW PWKVN SCH,3
KallI,Kalla,8,5,5,AP BUR MW SKD VCP,3
Kava,Bava,29,5,5,KRM SHS SKD VCP WIL,3
KAtA,KAta,4,5,5,AP ARMH LRV MW SCH,3
Kiwa,Kila,9,5,5,KRM SHS SKD VCP WIL,3
Kida,Kila,8,5,5,KRM SHS SKD VCP WIL,3
Kewana,Kelana,3,5,5,MW PW PWG PWKVN SCH,3
gaRitra,gaRita,1,5,5,BHS MW PW PWKVN SCH,3
gaRendra,gajendra,1,5,5,BHS MW PW PWG SCH,3
gatIka,agatIka,1,5,5,BHS MW MW72 PW PWG,3
gamika,gamaka,3,5,5,BHS MW PW PWKVN SCH,3
gardaBI,gardaBa,1,5,5,ABCH AP MW PUI VCP,3
garha,garBa,15,5,5,KRM SHS SKD VCP WIL,3
gAmBIra,gamBIra,2,5,5,MW PW PWG PWKVN SCH,3
gAyatri,gAyatrI,3,5,5,MW MW72 PUI PW PWG,3
gArdaBi,gArdaBa,1,5,5,MW PE PUI PW PWG,3
gfDravAja,gfDrarAja,1,5,5,AP LRV MW PW PWG,3
gfhaka,gfhaja,2,5,5,BEN MW PW PWKVN SCH,3
gotamI,gotama,2,5,5,AP AP90 BHS LRV MW,3
gopAya,gopAla,2,5,5,LAN MD MW MW72 PW,3
