date,year,magnitude,category,dicts,desc
2016-03-18,2016,0,correction-form,,"Mar 18, 2016 Corrections to various dictionaries (approx. 15) from Correction Form"
2016-03-21,2016,0,other,BHS,"Mar 21, 2016 BHS verb forms see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/260"
2016-04-04,2016,1009,other,CCS,"Apr 4, 2016 CCS corrections (1009) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/261"
2016-04-04,2016,1280,other,PD,"Apr 4, 2016 PD corrections (1280) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/108"
2016-04-07,2016,550,other,CCS,"Apr 7, 2016 CCS corrections (550) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/264"
2016-04-08,2016,0,other,CCS,"Apr 8, 2016 CCS corrections (7) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/265"
2016-04-12,2016,499,other,CAE|CCS,"Apr 12, 2016 CAE corrections (499), CCS corrections (21) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/275"
2016-04-14,2016,30,correction-form,,"Apr 14, 2016 Corrections from Correction Form (about 30)"
2016-04-14,2016,52,other,,"Apr 14, 2016 Corrections to multiple dictionaries (52) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/276"
2016-04-18,2016,326,other,CAE,"Apr 18, 2016 Corrections to CAE (326) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/289"
2016-04-19,2016,23,other,CAE|CCS,"Apr 19, 2016 Corrections to CAE (23) and CCS (24) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/290"
2016-05-03,2016,196,other,SKD,"May 3, 2016 Corrections to SKD (196) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/291"
2016-05-03,2016,0,other,BEN,"May 3, 2016 Corrections to BEN (423+) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/287"
2016-05-04,2016,40,correction-form,BUR|GRA|MW|MWE|PE|PW|PWG,"May 4, 2016 Corrections from Correction Form (about 40) (GRA,MW,PW,PWG,MWE,PE,BUR)"
2016-05-11,2016,25,other,,"May 11, 2016 Miscellaneous corrections to various dictionaries (25) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/259"
2016-05-13,2016,0,other,,"May 13, 2016 126 changes to 30 dictionaries see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/295"
2016-05-18,2016,0,other,,"May 18, 2016 recoding of headwords in yat.txt see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/297"
2016-06-02,2016,650,other,BUR,"Jun 2, 2016 corrections to BUR (650) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/296"
2016-06-08,2016,40,other,,"Jun 8, 2016 Misc corrections from issue 298. About 40 see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/298"
2016-06-08,2016,50,correction-form,,"Jun 8, 2016 Correction Form corrections. about 50"
2016-06-15,2016,38,other,,"Jun 15, 2016 Corrections from various dictionaries (38) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/294, 299"
2016-06-17,2016,0,other,,"Jun 17, 2016 Corrections to two dictionaries (2) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/300"
2016-07-06,2016,30,correction-form,,"Jul 6, 2016 Correction Form corrections (30)"
2016-07-28,2016,40,correction-form,,"Jul 28, 2016 Correction Form corrections (~40)"
2016-08-14,2016,0,correction-form,,"Aug 14, 2016 Correction Form corrections"
2016-08-22,2016,30,correction-form,AE|AP90|GRA|MW,"Aug 22, 2016 Correction Form corrections (~30, GRA, MW, AE, AP90)"
2016-09-06,2016,10,other,AE,"Sep 6, 2016 Corrections to AE (10) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/304"
2016-09-16,2016,20,correction-form,BOR|GRA|MW|SKD|VEI,"Sep 16, 2016 Correction Form corrections (~20, GRA, MW, BOR, SKD, VEI)"
2016-09-17,2016,0,other,SKD,"Sep 17, 2016 SKD corrections (4) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/305"
2016-10-03,2016,68,other,AP90,"Oct 3, 2016 AP90 corrections (68) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/308"
2016-10-08,2016,0,other,PWG,"Oct 8, 2016 PWG corrections. Removed 'UL' tag. see https://github.com/sanskrit-lexicon/PWG/issues/21"
2016-10-10,2016,30,other,AE,"Oct 10, 2016 AE corrections (30) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/306"
2016-10-17,2016,0,other,AE,"Oct 17, 2016 AE corrections (50+) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/306"
2016-10-17,2016,30,correction-form,,"Oct 17, 2016 Install Pending Correction Form corrections (~ 30)"
2016-10-22,2016,350,hyphen-markup,SKD,"Oct 22, 2016 Alternate headwords for SKD (about 350). Per sanhw1 see https://github.com/sanskrit-lexicon/alternateheadwords/issues/9"
2016-10-27,2016,0,other,AE,"Oct 27, 2016 AE corrections (100+) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/306"
2016-11-06,2016,0,correction-form,,"Nov 6, 2016 Correction Form Pending cases corrected (approx. 20)"
2016-11-06,2016,400,other,AP90,"Nov 6, 2016 AP90 alternate headwords (400) see https://github.com/sanskrit-lexicon/alternateheadwords/issues/7"
2016-11-16,2016,0,other,AE,"Nov 16, 2016 Corrections to AE (batch 01) (approx. 65) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/318"
2016-11-19,2016,0,iast-encoding,MW72,"Nov 19, 2016 Corrections to MW72 (approx. 2500). see https://github.com/sanskrit-lexicon/MW72/issues/3 mw72.txt now has Roman Unicode in place of AS coding."
2016-11-21,2016,0,hyphen-markup,WIL,"Nov 21, 2016 Improve markup in WIL (approx. 230 changes) see https://github.com/sanskrit-lexicon/WIL/issues/5"
2016-11-22,2016,0,other,MW72,"Nov 22, 2016 Corrections to MW72 (approx. 20) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/320"
2016-11-23,2016,0,other,WIL,"Nov 23, 2016 Corrections to WIL (approx. 50) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/321"
2016-11-27,2016,0,other,MW72,"Nov 27, 2016 Corrections to MW72 (7/30) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/322, batch 302"
2016-11-27,2016,0,other,MW72,"Nov 27, 2016 Corrections to MW72 (4/30) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/322, batch 301"
2016-11-29,2016,97,other,MW72,"Nov 29, 2016 Corrections to MW72 (97) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/322, Śh changes"
2016-11-30,2016,0,other,MW72,"Nov 30, 2016 Corrections to MW72 (6/30) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/322, batch 304"
2016-11-30,2016,0,other,MW72,"Nov 30, 2016 Corrections to MW72 (5/30) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/322, batch 303"
2016-11-30,2016,0,other,WIL,"Nov 30, 2016 Corrections to WIL (19/30) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/323, batch 301"
2016-12-01,2016,0,other,WIL,"Dec 1, 2016 Corrections to WIL (19/30) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/323, batch 302"
2016-12-01,2016,0,other,MW72,"Dec 1, 2016 Corrections to MW72 (12/90) (12 corrections in 90 cases examined) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/322, batch 305-307"
2016-12-01,2016,30,other,AE,"Dec 1, 2016 Corrections to AE (30) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/318, batch 02"
2016-12-02,2016,0,other,MW72,"Dec 2, 2016 Corrections to MW72 (14/90) (14 corrections in 90 cases examined) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/322, batch 308-310"
2016-12-02,2016,30,other,AE,"Dec 2, 2016 Corrections to AE (30) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/318, batch 04"
2016-12-02,2016,30,other,AE,"Dec 2, 2016 Corrections to AE (30) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/318, batch 03"
2016-12-02,2016,0,other,WIL,"Dec 2, 2016 Corrections to WIL (15/30) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/323, batch 303"
2016-12-08,2016,20,correction-form,AP90|MW|MWE|PW,"Dec 8, 2016 Correction Form corrections (~20) (MW,MWE,AP90,PW)"
2016-12-10,2016,0,other,WIL,"Dec 10, 2016 Corrections to WIL (24/30) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/323, batch 306"
2016-12-10,2016,0,other,MW72,"Dec 10, 2016 Corrections to MW72 (46/150) (46 corrections in 150 cases examined) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/322, batch 311-315"
2016-12-11,2016,0,other,WIL,"Dec 11, 2016 Corrections to WIL (5/60) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/323, batch 307,308"
2016-12-11,2016,0,other,AE,"Dec 11, 2016 Corrections to AE (90+) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/318, batch 05,06,07"
2016-12-12,2016,0,other,WIL,"Dec 12, 2016 Corrections to WIL (49/120) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/323, batches 309-12"
2016-12-13,2016,0,other,MW72,"Dec 13, 2016 Corrections to MW72 (17/75) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/322, batch 316-318"
2016-12-14,2016,189,hyphen-markup,MW72,"Dec 14, 2016 Corrections to MW72 (189) (missing '-' in '-ti','-te') see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/326"
2016-12-15,2016,1152,hyphen-markup,MW72,"Dec 15, 2016 Corrections to MW72 (1152) (addtional missing '-' , mostly prefixed verb forms) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/326"
2016-12-15,2016,0,other,AE,"Dec 15, 2016 Corrections to AE (30+) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/318, batch 08"
2016-12-16,2016,0,other,WIL,"Dec 16, 2016 Corrections to WIL (52/60) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/323, batches 313-314"
2016-12-20,2016,0,other,AE,"Dec 20, 2016 Corrections to AE (60+) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/318, batch 09,10"
2016-12-21,2016,0,other,WIL,"Dec 21, 2016 Corrections to WIL (103/180) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/323, batches 315-320"
2016-12-24,2016,0,other,AE,"Dec 24, 2016 Corrections to AE (30+) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/318, batch 11"
2016-12-31,2016,75,other,AP90,"Dec 31, 2016 Corrections to AP90 (75) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/329, batches 200-203"
2017-01-05,2017,20,correction-form,,Jan 05 2017 Bring Correction Form Corrections up to date. (~20)
2017-01-05,2017,0,other,AE,"Jan 05 2017 Corrections to AE (90+) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/318, batch 12-14"
2017-01-09,2017,0,other,AE,"Jan 09 2017 Corrections to AE (30+) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/318, batch 15"
2017-01-11,2017,300,other,AP90,"Jan 11, 2017 Corrections to AP90 (~300) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/332"
2017-01-16,2017,50,other,AP,"Jan 16, 2017 Corrections to AP (~50) and reformatting see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/333"
2017-01-20,2017,0,other,AE,"Jan 20, 2017 Corrections to AE (60+) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/318, batch 16,17"
2017-01-23,2017,0,other,AE,"Jan 23, 2017 Corrections to AE (30+) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/318, batch 18"
2017-01-25,2017,15,correction-form,,"Jan 25, 2017 Bring Correction Form Corrections up to date. (~15)"
2017-01-25,2017,0,other,AP,"Jan 25, 2017 Corrections to AP (300+) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/334"
2017-01-31,2017,150,other,AP|AP90,"Jan 31, 2017 Corrections to AP, AP90 (~150) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/335"
2017-02-02,2017,0,other,AE,"Feb 2, 2017 Corrections to AE (60+) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/318, batch 19,20"
2017-02-03,2017,50,other,AP|AP90,"Feb 3, 2017 Corrections to AP, AP90 (~50) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/335 batches 9-11"
2017-02-10,2017,150,other,AP|AP90,"Feb 10, 2017 Corrections to AP, AP90 (~150) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/336 batches 200-207"
2017-02-14,2017,110,other,AP|AP90,"Feb 14, 2017 Corrections to AP, AP90 (~110) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/336 batches 208,209"
2017-02-16,2017,0,other,AE,"Feb 16, 2017 Corrections to AE (150+) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/318, batches 21-25"
2017-02-20,2017,0,hyphen-markup,MW,"Feb 20, 2017 Changes to MW (Arabic language markup) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/337"
2017-02-21,2017,0,other,AE,"Feb 21, 2017 Corrections to AE (35+) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/318, batches 26-7"
2017-02-21,2017,25,correction-form,,"Feb 21, 2017 Bring Correction Form Corrections up to date. (~25)"
2017-03-07,2017,0,iast-encoding,AE,"Mar 7, 2017 Corrections to AE (70+) (AS coding changed to IAST unicode) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/339."
2017-03-16,2017,15,correction-form,,"Mar 16, 2017 Bring Correction Form Corrections up to date. (~15)"
2017-03-26,2017,0,iast-encoding,MD,"Mar 26, 2017 Conversion of MD from AS-system to IAST Unicode see https://github.com/sanskrit-lexicon/Cologne/issues/103"
2017-03-27,2017,17,other,BOP,"Mar 27, 2017 Corrections to BOP headwords (17) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/343."
2017-03-27,2017,0,page-proofing,AE,"Mar 27, 2017 Corrections to AE, Pages 1-9 (67+) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2017-03-29,2017,0,iast-encoding,BUR,"Mar 29, 2017 Conversion of BUR from AS-system to IAST Unicode see https://github.com/sanskrit-lexicon/Cologne/issues/105"
2017-03-30,2017,79,page-proofing,AE,"Mar 30, 2017 Corrections to AE, Pages 10-19 (79) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2017-04-05,2017,0,iast-encoding,ACC,"Apr 5, 2017 Conversion of ACC from AS-system to IAST Unicode see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/345"
2017-04-10,2017,0,iast-encoding,BEN,"Apr 10, 2017 Conversion of BEN from AS-system to IAST Unicode see https://github.com/sanskrit-lexicon/Cologne/issues/112"
2017-04-11,2017,130,page-proofing,AE,"Apr 11, 2017 Corrections to AE, Pages 20-29 (130) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2017-04-17,2017,0,hyphen-markup,AP,"Apr 17, 2017 Corrections to AP, related to division markup see https://github.com/sanskrit-lexicon/Cologne/issues/113"
2017-04-23,2017,143,page-proofing,AE,"Apr 23, 2017 Corrections to AE, Pages 30-39 (143) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2017-04-26,2017,169,page-proofing,AE,"Apr 26, 2017 Corrections to AE, Pages 40-49 (169) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2017-04-27,2017,0,iast-encoding,SCH,"Apr 27, 2017 Corrections to SCH, during conversion to IAST. see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/346"
2017-04-28,2017,214,page-proofing,AE,"Apr 28, 2017 Corrections to AE, Pages 50-59 (214) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2017-05-02,2017,0,other,MW72,"May 2, 2017 Greek text in MW72 (cases 700-799) see https://github.com/sanskrit-lexicon/GreekInSanskrit/issues/20"
2017-05-05,2017,206,page-proofing,AE,"May 5, 2017 Corrections to AE, Pages 60-69 (206) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2017-05-07,2017,199,page-proofing,AE,"May 7, 2017 Corrections to AE, Pages 70-79 (199) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2017-05-09,2017,20,correction-form,,"May 9, 2017 Correction Form Corrections (20)"
2017-05-10,2017,0,other,MD,"May 10, 2017 Correction of some s-underdot to 'sh' for MD see https://github.com/sanskrit-lexicon/Cologne/issues/132"
2017-05-11,2017,130,page-proofing,AE,"May 11, 2017 Corrections to AE, Pages 80-89 (130) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2017-05-17,2017,185,page-proofing,AE,"May 17, 2017 Corrections to AE, Pages 90-99 (185) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2017-05-23,2017,269,page-proofing,AE,"May 23, 2017 Corrections to AE, Pages 100-109 (269) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2017-05-25,2017,0,other,ACC,"May 25, 2017 Restructuring of ACC see https://github.com/sanskrit-lexicon/Cologne/issues/133"
2017-05-31,2017,0,iast-encoding,YAT,"May 31, 2017 Restructuring of YAT (IAST and meta-line) see https://github.com/sanskrit-lexicon/Cologne/issues/154"
2017-06-05,2017,174,page-proofing,AE,"Jun 5, 2017 Corrections to AE, Pages 110-119 (174) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2017-06-06,2017,155,page-proofing,AE,"Jun 6, 2017 Corrections to AE, Pages 120-129 (155) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2017-06-21,2017,29,other,AP90,"Jun 21, 2017 Corrections to AP90 (29) see https://github.com/sanskrit-lexicon/Cologne/issues/157"
2017-06-22,2017,0,other,,"Jun 22, 2017 Restructuring of sch.txt (meta-line). Remove erroneous headword. see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/360"
2017-06-23,2017,116,page-proofing,AE,"Jun 23, 2017 Corrections to AE, Pages 130-139 (116) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2017-06-29,2017,180,page-proofing,AE,"Jun 29, 2017 Corrections to AE, Pages 140-149 (180) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2017-06-30,2017,107,page-proofing,AE,"Jun 30, 2017 Corrections to AE, Pages 150-159 (107) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2017-07-02,2017,0,iast-encoding,AP90,"Jul 02, 2017 IAST conversion of AP90, (3000+ changes) see https://github.com/sanskrit-lexicon/Cologne/issues/159"
2017-07-02,2017,74,page-proofing,AE,"Jul 02, 2017 Corrections to AE, Pages 170-179 ( 74) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2017-07-02,2017,96,page-proofing,AE,"Jul 02, 2017 Corrections to AE, Pages 160-169 ( 96) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2017-07-07,2017,0,iast-encoding,MD,"Jul 07, 2017 meta-line conversion of MD; several minor changes/corrections see https://github.com/sanskrit-lexicon/Cologne/issues/161"
2017-07-11,2017,0,iast-encoding,AP,"Jul 11, 2017 meta-line conversion of AP. see https://github.com/sanskrit-lexicon/Cologne/issues/162"
2017-07-21,2017,201,page-proofing,AE,"Jul 21, 2017 Corrections to AE, Pages 180-199 (201) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2017-07-28,2017,0,iast-encoding,BUR,"Jul 28, 2017 Correction of IAST in BUR; conversion to meta-line format see https://github.com/sanskrit-lexicon/Cologne/issues/166, 164"
2017-07-31,2017,0,other,,"Jul 31, 2017 Addition of next batch of Greek text to mw72 (100+) see https://github.com/sanskrit-lexicon/GreekInSanskrit/issues/22"
2017-08-01,2017,132,page-proofing,AE,"Aug 1, 2017 Corrections to AE, Pages 200-209 (132); Pages 210-219 (159) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2017-08-02,2017,115,other,,"Aug 2, 2017 Addition of next batch of Greek text to mw72 (115) see https://github.com/sanskrit-lexicon/GreekInSanskrit/issues/24 https://github.com/sanskrit-lexicon/ArabicInSanskrit/issues/13"
2017-08-05,2017,0,iast-encoding,SHS,"Aug 5, 2017 AS-IAST conversion of SHS (7000+ changes) see https://github.com/sanskrit-lexicon/Cologne/issues/170"
2017-08-08,2017,0,iast-encoding,SHS,"Aug 8, 2017 meta-line conversion of SHS see https://github.com/sanskrit-lexicon/Cologne/issues/172"
2017-08-09,2017,132,page-proofing,AE,"Aug 9, 2017 Corrections to AE, Pages 220-239 (132); Pages 210-219 (352) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2017-08-14,2017,0,iast-encoding,VCP,"Aug 14, 2017 meta-line conversion of VCP ref: https://github.com/sanskrit-lexicon/Cologne/issues/173 Nuktas removed: ref: https://github.com/sanskrit-lexicon/alternateheadwords/issues/23"
2017-08-16,2017,0,other,VCP,"Aug 16, 2017 Alternate headwords for VCP, part 1 (ok1 list of 1066) ref: https://github.com/sanskrit-lexicon/alternateheadwords/issues/23"
2017-08-19,2017,132,page-proofing,AE,"Aug 19, 2017 Corrections to AE, Pages 220-239 (132); Pages 240-259 (329) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2017-08-20,2017,50,correction-form,,"Aug 20, 2017 Correction Form Corrections (~ 50) Also see: https://github.com/sanskrit-lexicon/CORRECTIONS/issues/362"
2017-08-29,2017,255,page-proofing,AE,"Aug 29, 2017 Corrections to AE, Pages 260-279 (255) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2017-09-01,2017,0,other,VCP,"Sep 1, 2017 Alternate headwords added to VCP, part 1 (todo1 list of 640) see https://github.com/sanskrit-lexicon/alternateheadwords/issues/23"
2017-09-07,2017,262,page-proofing,AE,"Sep 7, 2017 Corrections to AE, Pages 280-299 (262) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2017-09-12,2017,130,other,,"Sep 12, 2017 Corrections to various dictionary headwords (~130) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/410"
2017-09-16,2017,0,iast-encoding,STC,"Sep 16, 2017 IAST and meta-line conversion of STC ref: https://github.com/sanskrit-lexicon/Cologne/issues/182"
2017-10-16,2017,105,page-proofing,AE,"Oct 16, 2017 Corrections to AE, Pages 300-309 (105) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2017-10-17,2017,0,iast-encoding,PW,"Oct 17, 2017 IAST and meta-line conversion of PW see https://github.com/sanskrit-lexicon/Cologne/issues/183"
2017-10-17,2017,80,page-proofing,AE,"Oct 17, 2017 Corrections to AE, Pages 310-319 (80) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2017-10-23,2017,224,page-proofing,AE,"Oct 23, 2017 Corrections to AE, Pages 320-339 (224) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2017-11-11,2017,125,correction-form,,"Nov 11, 2017 Correction Form Corrections (~125)"
2017-12-17,2017,267,page-proofing,AE,"Dec 17, 2017 Corrections to AE, Pages 340-359 (267) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2017-12-20,2017,40,correction-form,,"Dec 20, 2017 Correction form corrections to various dictionaries (~40)"
2017-12-28,2017,0,iast-encoding,CCS,"Dec 28, 2017 IAST and meta-line conversion of CCS see https://github.com/sanskrit-lexicon/Cologne/issues/198"
2018-01-04,2018,281,page-proofing,AE,"Jan 4, 2018 Corrections to AE, Pages 360-379 (281) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2018-01-24,2018,0,iast-encoding,GRA,"Jan 24, 2018 IAST and meta-line conversion of GRA see https://github.com/sanskrit-lexicon/Cologne/issues/199"
2018-01-27,2018,0,iast-encoding,KRM,"Jan 27, 2018 IAST and meta-line conversion of KRM see https://github.com/sanskrit-lexicon/Cologne/issues/200"
2018-01-30,2018,0,iast-encoding,BHS,"Jan 30, 2018 IAST and meta-line conversion of BHS see https://github.com/sanskrit-lexicon/Cologne/issues/201"
2018-01-31,2018,177,page-proofing,AE,"Jan 31, 2018 Corrections to AE, Pages 380-389 (177) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2018-02-02,2018,190,page-proofing,AE,"Feb 2, 2018 Corrections to AE, Pages 390-399 (190) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340."
2018-02-02,2018,0,iast-encoding,BOP,"Feb 2, 2018 IAST and meta-line conversion of BOP see https://github.com/sanskrit-lexicon/Cologne/issues/202"
2018-02-04,2018,0,iast-encoding,PD,"Feb 4, 2018 IAST and meta-line conversion of PD see https://github.com/sanskrit-lexicon/Cologne/issues/203"
2018-02-06,2018,0,iast-encoding,GST,"Feb 6, 2018 IAST and meta-line conversion of GST see https://github.com/sanskrit-lexicon/Cologne/issues/204"
2018-02-08,2018,0,iast-encoding,IEG,"Feb 8, 2018 IAST and meta-line conversion of IEG see https://github.com/sanskrit-lexicon/Cologne/issues/205"
2018-02-10,2018,0,iast-encoding,INM,"Feb 10, 2018 IAST and meta-line conversion of INM see https://github.com/sanskrit-lexicon/Cologne/issues/206"
2018-02-11,2018,0,iast-encoding,MCI,"Feb 11, 2018 IAST and meta-line conversion of MCI see https://github.com/sanskrit-lexicon/Cologne/issues/207"
2018-02-13,2018,0,iast-encoding,PE,"Feb 13, 2018 IAST and meta-line conversion of PE see https://github.com/sanskrit-lexicon/Cologne/issues/208"
2018-02-15,2018,0,iast-encoding,PGN,"Feb 15, 2018 IAST and meta-line conversion of PGN see https://github.com/sanskrit-lexicon/Cologne/issues/209"
2018-02-17,2018,0,iast-encoding,PUI,"Feb 17, 2018 IAST and meta-line conversion of PUI see https://github.com/sanskrit-lexicon/Cologne/issues/210"
2018-02-18,2018,0,iast-encoding,VEI,"Feb 18, 2018 IAST and meta-line conversion of VEI see https://github.com/sanskrit-lexicon/Cologne/issues/211"
2018-02-19,2018,0,iast-encoding,SNP,"Feb 19, 2018 IAST and meta-line conversion of SNP see https://github.com/sanskrit-lexicon/Cologne/issues/212"
2018-02-23,2018,0,iast-encoding,BOR,"Feb 23, 2018 IAST and meta-line conversion of BOR see https://github.com/sanskrit-lexicon/Cologne/issues/213"
2018-02-26,2018,0,iast-encoding,MWE,"Feb 26, 2018 IAST and meta-line conversion of MWE see https://github.com/sanskrit-lexicon/Cologne/issues/214"
2018-03-09,2018,0,iast-encoding,MW72,"Mar 9, 2018 IAST and meta-line conversion of MW72 see https://github.com/sanskrit-lexicon/Cologne/issues/215"
2018-03-12,2018,1870,page-proofing,AE,"Mar 12, 2018 Corrections to AE, Pages 390-501 (1870) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/340. This Finishes Dr. Sampada Savardekar's editing of AE!"
2018-06-14,2018,0,correction-form,,"Jun 14, 2018 Corrections from Correction Form."
2018-08-30,2018,0,links,,"Aug 30, 2018 Add links to RgVeda references in grassman displays. see https://github.com/sanskrit-lexicon/Cologne/issues/223#issuecomment-417133313 see https://github.com/sanskrit-lexicon/rvlinks/"
2018-09-09,2018,30,correction-form,,"Sep 9, 2018 Corrections from Correction Form (~ 30)"
2018-09-27,2018,4500,iast-encoding,,"Sep 27, 2018 Corrections to Sanskrit IAST (~4500) and to French (~270) see https://github.com/sanskrit-lexicon/CORRECTIONS/issues/420"
2018-11-27,2018,50,hyphen-markup,MW,"Nov 27, 2018 Corrections from Correction Form for MW (~ 50). Revise sanhw1."
2018-11-28,2018,15,correction-form,,"Nov 28, 2018 Corrections from Correction Form for misc. dictionaries (~15)"
2019-01-16,2019,200,as-numbers,PWG,"Jan 16, 2019 Corrections from Correction Form for misc. dictionaries (~50) Also, about 200 AS (letter-number) corrections in PWG."
2019-02-02,2019,10,correction-form,MW,"Feb 2, 2019 Corrections from Correction Form for MW. (~10)"
